region,day,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,Dayduration_Min
Bourgogne-Franche-Comté,2009/01/01,-0.5,14.0,89.0,6.875,513.5
Bourgogne-Franche-Comté,2009/01/02,-2.5,15.5,85.5,9.0,515.0
Bourgogne-Franche-Comté,2009/01/03,-4.5,19.5,77.5,10.0,516.0
Bourgogne-Franche-Comté,2009/01/04,-5.5,8.0,63.0,10.0,517.0
Bourgogne-Franche-Comté,2009/01/05,-6.0,6.5,66.5,10.0,518.5
Bourgogne-Franche-Comté,2009/01/06,-4.5,23.0,86.5,9.6875,520.0
Bourgogne-Franche-Comté,2009/01/07,-7.0,29.0,89.0,10.0,521.0
Bourgogne-Franche-Comté,2009/01/08,-6.5,22.0,78.0,10.0,522.5
Bourgogne-Franche-Comté,2009/01/09,-4.0,7.0,72.0,10.0,524.0
Bourgogne-Franche-Comté,2009/01/10,-3.0,6.5,65.5,10.0,525.5
Bourgogne-Franche-Comté,2009/01/11,-2.5,5.5,54.5,10.0,528.0
Bourgogne-Franche-Comté,2009/01/12,-2.0,13.0,56.0,10.0,529.0
Bourgogne-Franche-Comté,2009/01/13,1.0,10.5,66.0,10.0,531.5
Bourgogne-Franche-Comté,2009/01/14,0.0,9.0,97.5,9.164969099354433,533.0
Bourgogne-Franche-Comté,2009/01/15,0.0,12.5,89.5,7.0,535.0
Bourgogne-Franche-Comté,2009/01/16,1.0,14.0,79.0,10.0,537.5
Bourgogne-Franche-Comté,2009/01/17,2.5,22.5,91.5,9.0,539.0
Bourgogne-Franche-Comté,2009/01/18,4.5,17.20702084312804,98.0,9.6875,541.0
Bourgogne-Franche-Comté,2009/01/19,6.5,17.20702084312804,91.5,9.125,544.0
Bourgogne-Franche-Comté,2009/01/20,3.0,12.5,92.5,9.5,546.0
Bourgogne-Franche-Comté,2009/01/21,2.5,5.5,89.0,9.164969099354433,548.0
Bourgogne-Franche-Comté,2009/01/22,0.5,25.0,83.0,6.875,550.5
Bourgogne-Franche-Comté,2009/01/23,6.0,17.20702084312804,95.0,9.625,553.0
Bourgogne-Franche-Comté,2009/01/24,-0.5,30.0,95.0,6.8125,555.0
Bourgogne-Franche-Comté,2009/01/25,1.5,11.0,87.0,7.125,557.5
Bourgogne-Franche-Comté,2009/01/26,0.5,7.5,93.5,7.25,560.5
Bourgogne-Franche-Comté,2009/01/27,1.0,14.5,92.0,7.375,563.5
Bourgogne-Franche-Comté,2009/01/28,-1.0,12.0,82.5,9.5,566.0
Bourgogne-Franche-Comté,2009/01/29,-2.0,15.5,79.0,10.0,568.5
Bourgogne-Franche-Comté,2009/01/30,-1.5,15.5,75.0,10.0,571.0
Bourgogne-Franche-Comté,2009/01/31,-0.5,18.0,64.0,10.0,574.0
Bourgogne-Franche-Comté,2009/02/01,-3.5,16.5,74.0,8.0,576.5
Bourgogne-Franche-Comté,2009/02/02,1.0,14.5,83.5,8.0,580.0
Bourgogne-Franche-Comté,2009/02/03,1.0,13.5,95.0,9.164969099354433,582.0
Bourgogne-Franche-Comté,2009/02/04,2.0,18.0,91.0,6.1875,585.0
Bourgogne-Franche-Comté,2009/02/05,5.0,26.0,91.5,8.625,588.5
Bourgogne-Franche-Comté,2009/02/06,3.5,9.5,93.0,7.5,591.0
Bourgogne-Franche-Comté,2009/02/07,1.5,15.5,97.0,9.164969099354433,594.5
Bourgogne-Franche-Comté,2009/02/08,-0.5,14.5,88.5,9.1875,597.0
Bourgogne-Franche-Comté,2009/02/09,1.0,23.0,91.0,9.75,599.5
Bourgogne-Franche-Comté,2009/02/10,4.5,17.20702084312804,90.5,8.75,603.0
Bourgogne-Franche-Comté,2009/02/11,2.0,15.5,82.0,8.9375,606.5
Bourgogne-Franche-Comté,2009/02/12,-0.5,28.0,89.5,7.5,609.0
Bourgogne-Franche-Comté,2009/02/13,-1.5,5.5,94.0,9.164969099354433,613.0
Bourgogne-Franche-Comté,2009/02/14,-1.5,19.0,90.0,8.6875,615.0
Bourgogne-Franche-Comté,2009/02/15,-2.5,20.0,80.5,9.0,619.0
Bourgogne-Franche-Comté,2009/02/16,-2.0,9.0,89.5,6.8125,621.5
Bourgogne-Franche-Comté,2009/02/17,1.5,17.0,100.0,9.164969099354433,625.0
Bourgogne-Franche-Comté,2009/02/18,-2.0,15.0,90.5,9.0,628.0
Bourgogne-Franche-Comté,2009/02/19,-3.5,15.0,74.0,10.0,632.0
Bourgogne-Franche-Comté,2009/02/20,-0.5,8.0,71.0,9.5,634.0
Bourgogne-Franche-Comté,2009/02/21,1.5,16.0,95.5,9.164969099354433,638.0
Bourgogne-Franche-Comté,2009/02/22,1.5,14.0,95.5,9.164969099354433,641.0
Bourgogne-Franche-Comté,2009/02/23,3.5,10.0,96.0,9.164969099354433,645.0
Bourgogne-Franche-Comté,2009/02/24,3.0,18.5,90.5,8.8125,647.0
Bourgogne-Franche-Comté,2009/02/25,2.0,8.5,83.0,8.0,651.0
Bourgogne-Franche-Comté,2009/02/26,4.5,12.0,70.0,9.5,654.0
Bourgogne-Franche-Comté,2009/02/27,4.0,8.0,88.5,9.164969099354433,658.0
Bourgogne-Franche-Comté,2009/02/28,5.5,9.0,79.0,9.0,661.0
Bourgogne-Franche-Comté,2009/03/01,7.5,20.0,83.0,9.0,665.0
Bourgogne-Franche-Comté,2009/03/02,5.5,9.0,91.5,9.164969099354433,668.0
Bourgogne-Franche-Comté,2009/03/03,5.5,7.5,84.5,7.0625,671.5
Bourgogne-Franche-Comté,2009/03/04,4.5,29.5,93.0,8.375,674.0
Bourgogne-Franche-Comté,2009/03/05,1.5,20.0,91.0,6.3125,678.0
Bourgogne-Franche-Comté,2009/03/06,1.0,23.0,89.5,6.6875,681.0
Bourgogne-Franche-Comté,2009/03/07,2.0,5.0,90.0,6.75,685.0
Bourgogne-Franche-Comté,2009/03/08,4.0,24.0,93.5,8.9375,688.0
Bourgogne-Franche-Comté,2009/03/09,3.5,22.0,84.0,9.9375,692.0
Bourgogne-Franche-Comté,2009/03/10,2.5,29.5,99.5,8.5625,695.0
Bourgogne-Franche-Comté,2009/03/11,5.0,11.0,89.5,9.25,698.5
Bourgogne-Franche-Comté,2009/03/12,4.5,11.0,76.0,7.6875,702.0
Bourgogne-Franche-Comté,2009/03/13,8.0,4.5,85.5,9.164969099354433,705.0
Bourgogne-Franche-Comté,2009/03/14,8.5,14.5,82.0,6.875,709.0
Bourgogne-Franche-Comté,2009/03/15,7.5,15.0,78.0,8.8125,712.0
Bourgogne-Franche-Comté,2009/03/16,7.5,18.5,78.0,10.0,716.0
Bourgogne-Franche-Comté,2009/03/17,7.0,15.5,77.0,7.5,719.0
Bourgogne-Franche-Comté,2009/03/18,8.0,19.0,68.5,10.0,723.0
Bourgogne-Franche-Comté,2009/03/19,7.5,23.5,56.5,10.0,726.0
Bourgogne-Franche-Comté,2009/03/20,4.0,34.5,54.5,10.0,730.0
Bourgogne-Franche-Comté,2009/03/21,2.5,26.0,51.5,10.0,733.0
Bourgogne-Franche-Comté,2009/03/22,6.0,16.0,56.5,9.5,736.0
Bourgogne-Franche-Comté,2009/03/23,7.0,23.5,67.5,8.5,740.0
Bourgogne-Franche-Comté,2009/03/24,3.0,23.5,87.5,9.5,743.0
Bourgogne-Franche-Comté,2009/03/25,2.5,30.0,96.5,8.375,747.0
Bourgogne-Franche-Comté,2009/03/26,5.5,20.5,88.5,7.75,750.0
Bourgogne-Franche-Comté,2009/03/27,5.5,27.5,92.0,8.5,753.5
Bourgogne-Franche-Comté,2009/03/28,6.5,24.5,94.0,9.4375,757.0
Bourgogne-Franche-Comté,2009/03/29,5.0,25.5,81.0,9.0,760.0
Bourgogne-Franche-Comté,2009/03/30,6.5,28.0,72.5,10.0,764.0
Bourgogne-Franche-Comté,2009/03/31,6.0,21.0,75.5,9.0,767.0
Bourgogne-Franche-Comté,2009/04/01,6.0,16.0,82.5,9.5,771.0
Bourgogne-Franche-Comté,2009/04/02,9.0,11.0,78.5,7.375,774.0
Bourgogne-Franche-Comté,2009/04/03,12.0,12.0,87.5,6.25,777.0
Bourgogne-Franche-Comté,2009/04/04,12.5,9.0,83.0,6.6875,781.0
Bourgogne-Franche-Comté,2009/04/05,10.0,11.5,82.5,7.3125,784.0
Bourgogne-Franche-Comté,2009/04/06,14.5,16.0,74.0,8.5,788.0
Bourgogne-Franche-Comté,2009/04/07,11.5,18.5,76.0,8.6875,791.0
Bourgogne-Franche-Comté,2009/04/08,11.0,16.0,68.5,6.625,794.0
Bourgogne-Franche-Comté,2009/04/09,13.5,10.0,67.5,7.875,798.0
Bourgogne-Franche-Comté,2009/04/10,16.0,12.5,65.0,8.8125,801.0
Bourgogne-Franche-Comté,2009/04/11,14.0,19.0,85.0,7.5,805.0
Bourgogne-Franche-Comté,2009/04/12,15.0,13.0,82.0,7.0,807.5
Bourgogne-Franche-Comté,2009/04/13,14.0,12.0,78.5,6.1875,811.0
Bourgogne-Franche-Comté,2009/04/14,15.5,6.0,76.5,7.0625,814.0
Bourgogne-Franche-Comté,2009/04/15,17.0,12.0,65.0,9.875,817.0
Bourgogne-Franche-Comté,2009/04/16,7.5,15.5,97.0,7.75,821.0
Bourgogne-Franche-Comté,2009/04/17,10.0,13.5,84.5,7.6875,824.0
Bourgogne-Franche-Comté,2009/04/18,11.5,13.5,82.5,9.164969099354433,827.5
Bourgogne-Franche-Comté,2009/04/19,12.0,11.5,75.0,6.625,830.5
Bourgogne-Franche-Comté,2009/04/20,13.0,26.5,78.0,9.75,833.0
Bourgogne-Franche-Comté,2009/04/21,15.0,23.5,70.5,9.6875,837.0
Bourgogne-Franche-Comté,2009/04/22,14.5,23.5,68.5,9.9375,840.0
Bourgogne-Franche-Comté,2009/04/23,12.5,16.0,57.5,9.0,842.5
Bourgogne-Franche-Comté,2009/04/24,10.5,16.5,58.0,10.0,846.0
Bourgogne-Franche-Comté,2009/04/25,11.0,17.0,88.5,8.4375,849.0
Bourgogne-Franche-Comté,2009/04/26,11.5,10.5,95.5,6.3125,853.0
Bourgogne-Franche-Comté,2009/04/27,8.5,13.5,85.5,9.375,855.5
Bourgogne-Franche-Comté,2009/04/28,8.0,16.0,81.0,8.8125,858.0
Bourgogne-Franche-Comté,2009/04/29,7.0,18.0,90.5,7.5625,862.0
Bourgogne-Franche-Comté,2009/04/30,12.5,9.5,65.0,7.0,864.5
Bourgogne-Franche-Comté,2009/05/01,13.5,11.0,66.5,8.0,867.0
Bourgogne-Franche-Comté,2009/05/02,16.0,17.0,74.5,7.5625,871.0
Bourgogne-Franche-Comté,2009/05/03,16.0,14.5,68.5,7.75,873.0
Bourgogne-Franche-Comté,2009/05/04,13.0,18.5,64.5,9.375,876.0
Bourgogne-Franche-Comté,2009/05/05,12.0,10.0,60.0,9.5,879.5
Bourgogne-Franche-Comté,2009/05/06,12.5,15.5,85.5,6.25,882.0
Bourgogne-Franche-Comté,2009/05/07,17.5,7.5,63.0,8.5,884.5
Bourgogne-Franche-Comté,2009/05/08,16.0,21.5,88.0,8.5625,888.0
Bourgogne-Franche-Comté,2009/05/09,18.0,18.5,63.0,6.6875,890.0
Bourgogne-Franche-Comté,2009/05/10,12.0,15.0,96.5,7.125,893.0
Bourgogne-Franche-Comté,2009/05/11,18.5,17.0,63.5,8.75,895.5
Bourgogne-Franche-Comté,2009/05/12,18.0,17.5,76.5,9.3125,898.5
Bourgogne-Franche-Comté,2009/05/13,19.5,12.5,76.0,8.625,901.0
Bourgogne-Franche-Comté,2009/05/14,14.5,16.5,87.5,8.1875,903.0
Bourgogne-Franche-Comté,2009/05/15,11.5,15.0,97.5,9.164969099354433,906.0
Bourgogne-Franche-Comté,2009/05/16,14.5,12.0,60.5,8.375,908.5
Bourgogne-Franche-Comté,2009/05/17,18.5,21.0,74.0,9.6875,911.0
Bourgogne-Franche-Comté,2009/05/18,15.0,11.0,64.5,7.5625,913.0
Bourgogne-Franche-Comté,2009/05/19,19.5,7.5,63.0,10.0,915.0
Bourgogne-Franche-Comté,2009/05/20,21.0,6.5,62.5,9.0,917.5
Bourgogne-Franche-Comté,2009/05/21,17.5,9.5,86.0,9.6875,920.0
Bourgogne-Franche-Comté,2009/05/22,17.5,11.0,86.5,7.75,922.0
Bourgogne-Franche-Comté,2009/05/23,20.0,11.0,76.5,9.875,924.0
Bourgogne-Franche-Comté,2009/05/24,25.5,6.5,66.5,10.0,926.0
Bourgogne-Franche-Comté,2009/05/25,25.0,11.5,55.5,10.0,928.0
Bourgogne-Franche-Comté,2009/05/26,15.0,23.0,96.5,8.125,930.0
Bourgogne-Franche-Comté,2009/05/27,14.0,8.5,57.0,10.0,932.0
Bourgogne-Franche-Comté,2009/05/28,16.0,12.5,74.5,9.5,934.0
Bourgogne-Franche-Comté,2009/05/29,17.0,29.5,68.0,10.0,935.5
Bourgogne-Franche-Comté,2009/05/30,16.0,26.5,55.5,9.9375,937.0
Bourgogne-Franche-Comté,2009/05/31,17.5,19.5,61.5,10.0,939.0
Bourgogne-Franche-Comté,2009/06/01,16.0,22.5,59.0,9.9375,940.5
Bourgogne-Franche-Comté,2009/06/02,20.0,25.5,55.5,10.0,942.0
Bourgogne-Franche-Comté,2009/06/03,18.5,16.0,56.5,10.0,944.0
Bourgogne-Franche-Comté,2009/06/04,16.5,11.0,51.5,9.0,945.0
Bourgogne-Franche-Comté,2009/06/05,16.0,9.0,62.0,9.9375,946.5
Bourgogne-Franche-Comté,2009/06/06,14.0,24.5,89.5,8.0625,947.0
Bourgogne-Franche-Comté,2009/06/07,13.0,24.0,85.5,9.75,948.5
Bourgogne-Franche-Comté,2009/06/08,16.0,10.5,92.5,7.625,950.0
Bourgogne-Franche-Comté,2009/06/09,17.0,22.0,78.0,8.25,950.5
Bourgogne-Franche-Comté,2009/06/10,17.5,19.5,60.0,8.6875,951.5
Bourgogne-Franche-Comté,2009/06/11,14.5,21.0,73.0,9.6875,953.0
Bourgogne-Franche-Comté,2009/06/12,18.5,8.5,59.0,9.5,953.0
Bourgogne-Franche-Comté,2009/06/13,21.5,6.0,62.0,9.0,954.0
Bourgogne-Franche-Comté,2009/06/14,21.0,15.0,87.5,7.375,954.0
Bourgogne-Franche-Comté,2009/06/15,18.5,14.5,95.5,9.164969099354433,955.0
Bourgogne-Franche-Comté,2009/06/16,18.0,11.0,70.0,7.6875,955.0
Bourgogne-Franche-Comté,2009/06/17,19.5,8.0,65.0,10.0,955.5
Bourgogne-Franche-Comté,2009/06/18,23.5,12.5,73.0,9.9375,956.0
Bourgogne-Franche-Comté,2009/06/19,16.0,13.5,87.5,6.4375,956.0
Bourgogne-Franche-Comté,2009/06/20,11.5,14.0,61.5,8.9375,956.5
Bourgogne-Franche-Comté,2009/06/21,16.0,17.5,59.5,8.6875,956.5
Bourgogne-Franche-Comté,2009/06/22,14.5,20.0,61.0,9.875,956.5
Bourgogne-Franche-Comté,2009/06/23,17.0,29.0,59.5,10.0,956.0
Bourgogne-Franche-Comté,2009/06/24,17.5,24.5,64.0,10.0,956.0
Bourgogne-Franche-Comté,2009/06/25,19.0,6.5,71.0,9.3125,955.5
Bourgogne-Franche-Comté,2009/06/26,16.5,9.0,90.5,6.75,955.0
Bourgogne-Franche-Comté,2009/06/27,17.0,11.0,92.0,9.164969099354433,954.5
Bourgogne-Franche-Comté,2009/06/28,22.0,9.0,68.5,7.625,954.0
Bourgogne-Franche-Comté,2009/06/29,24.0,11.5,69.0,7.6875,953.5
Bourgogne-Franche-Comté,2009/06/30,24.5,11.0,73.5,7.6875,953.0
Bourgogne-Franche-Comté,2009/07/01,25.0,10.5,74.0,6.875,952.0
Bourgogne-Franche-Comté,2009/07/02,26.0,10.0,67.0,7.9375,951.0
Bourgogne-Franche-Comté,2009/07/03,22.5,12.0,72.0,6.875,950.0
Bourgogne-Franche-Comté,2009/07/04,18.5,10.0,86.0,7.125,949.0
Bourgogne-Franche-Comté,2009/07/05,19.0,10.0,73.0,7.625,948.0
Bourgogne-Franche-Comté,2009/07/06,20.5,16.5,68.0,6.75,947.0
Bourgogne-Franche-Comté,2009/07/07,12.5,16.5,79.0,9.0625,945.5
Bourgogne-Franche-Comté,2009/07/08,14.0,18.5,86.0,9.8125,944.5
Bourgogne-Franche-Comté,2009/07/09,17.5,17.5,63.0,9.9375,943.0
Bourgogne-Franche-Comté,2009/07/10,16.0,15.0,66.5,9.5,941.5
Bourgogne-Franche-Comté,2009/07/11,18.5,6.5,57.0,9.0,940.0
Bourgogne-Franche-Comté,2009/07/12,16.5,17.0,93.0,9.164969099354433,938.0
Bourgogne-Franche-Comté,2009/07/13,22.5,11.0,80.5,7.5,936.5
Bourgogne-Franche-Comté,2009/07/14,17.5,7.0,97.0,7.25,935.0
Bourgogne-Franche-Comté,2009/07/15,22.0,7.0,72.5,7.625,933.0
Bourgogne-Franche-Comté,2009/07/16,24.0,6.0,67.5,9.5,931.0
Bourgogne-Franche-Comté,2009/07/17,15.0,14.0,93.5,8.25,929.0
Bourgogne-Franche-Comté,2009/07/18,12.5,19.0,91.5,9.875,927.5
Bourgogne-Franche-Comté,2009/07/19,15.0,21.0,82.5,10.0,925.5
Bourgogne-Franche-Comté,2009/07/20,19.5,17.5,75.0,9.0,923.5
Bourgogne-Franche-Comté,2009/07/21,23.5,19.0,59.5,10.0,921.5
Bourgogne-Franche-Comté,2009/07/22,21.0,19.0,74.5,8.75,919.0
Bourgogne-Franche-Comté,2009/07/23,21.0,19.5,79.5,9.875,916.5
Bourgogne-Franche-Comté,2009/07/24,18.5,15.5,73.5,8.1875,914.0
Bourgogne-Franche-Comté,2009/07/25,18.0,10.5,66.5,7.75,912.0
Bourgogne-Franche-Comté,2009/07/26,19.5,6.0,62.5,10.0,910.0
Bourgogne-Franche-Comté,2009/07/27,22.5,18.0,61.0,8.75,908.0
Bourgogne-Franche-Comté,2009/07/28,20.5,4.5,66.5,7.25,904.5
Bourgogne-Franche-Comté,2009/07/29,22.5,9.0,63.5,8.0,902.0
Bourgogne-Franche-Comté,2009/07/30,18.0,11.0,67.0,10.0,900.0
Bourgogne-Franche-Comté,2009/07/31,18.5,12.0,63.5,9.5,897.5
Bourgogne-Franche-Comté,2009/08/01,22.5,8.5,58.0,8.0,894.5
Bourgogne-Franche-Comté,2009/08/02,18.5,18.0,85.5,9.75,892.0
Bourgogne-Franche-Comté,2009/08/03,18.0,9.0,62.0,9.0,889.0
Bourgogne-Franche-Comté,2009/08/04,20.0,15.0,60.0,8.5,887.0
Bourgogne-Franche-Comté,2009/08/05,20.5,10.0,59.5,10.0,883.5
Bourgogne-Franche-Comté,2009/08/06,24.0,5.5,65.5,8.0,881.0
Bourgogne-Franche-Comté,2009/08/07,25.5,9.5,65.5,9.8125,878.0
Bourgogne-Franche-Comté,2009/08/08,21.0,9.5,85.0,7.0625,875.5
Bourgogne-Franche-Comté,2009/08/09,21.5,9.0,71.5,6.75,872.0
Bourgogne-Franche-Comté,2009/08/10,18.0,12.5,96.5,6.875,870.0
Bourgogne-Franche-Comté,2009/08/11,20.5,8.5,67.5,8.5,866.5
Bourgogne-Franche-Comté,2009/08/12,22.5,7.0,64.5,7.625,864.0
Bourgogne-Franche-Comté,2009/08/13,24.0,10.0,68.5,9.4375,861.0
Bourgogne-Franche-Comté,2009/08/14,21.0,7.5,74.0,7.5,858.0
Bourgogne-Franche-Comté,2009/08/15,24.5,10.0,62.5,9.0,855.0
Bourgogne-Franche-Comté,2009/08/16,25.5,10.5,59.0,10.0,852.0
Bourgogne-Franche-Comté,2009/08/17,24.5,14.5,63.5,9.8125,849.0
Bourgogne-Franche-Comté,2009/08/18,24.0,8.0,65.0,8.5,845.5
Bourgogne-Franche-Comté,2009/08/19,27.5,4.5,62.5,8.9375,843.0
Bourgogne-Franche-Comté,2009/08/20,26.0,17.5,58.5,10.0,840.0
Bourgogne-Franche-Comté,2009/08/21,18.5,12.5,93.0,7.0,836.5
Bourgogne-Franche-Comté,2009/08/22,17.0,15.5,70.5,10.0,833.0
Bourgogne-Franche-Comté,2009/08/23,18.5,13.0,58.0,10.0,830.0
Bourgogne-Franche-Comté,2009/08/24,25.0,14.0,60.0,9.9375,827.0
Bourgogne-Franche-Comté,2009/08/25,19.5,10.5,90.0,6.3125,824.0
Bourgogne-Franche-Comté,2009/08/26,21.0,8.0,75.0,7.625,821.0
Bourgogne-Franche-Comté,2009/08/27,22.5,11.5,68.0,9.0,817.5
Bourgogne-Franche-Comté,2009/08/28,19.5,16.5,74.0,10.0,814.0
Bourgogne-Franche-Comté,2009/08/29,16.0,11.0,57.0,10.0,811.0
Bourgogne-Franche-Comté,2009/08/30,17.0,7.0,52.0,10.0,808.0
Bourgogne-Franche-Comté,2009/08/31,19.5,11.5,55.5,10.0,804.5
Bourgogne-Franche-Comté,2009/09/01,22.5,19.5,75.0,9.125,801.0
Bourgogne-Franche-Comté,2009/09/02,17.5,11.5,74.5,7.625,798.0
Bourgogne-Franche-Comté,2009/09/03,18.0,27.5,75.5,9.5,794.5
Bourgogne-Franche-Comté,2009/09/04,11.5,17.20702084312804,93.5,9.3125,791.0
Bourgogne-Franche-Comté,2009/09/05,13.5,8.5,68.5,6.875,788.0
Bourgogne-Franche-Comté,2009/09/06,15.5,10.5,59.5,9.0,785.0
Bourgogne-Franche-Comté,2009/09/07,17.5,8.5,55.0,10.0,781.0
Bourgogne-Franche-Comté,2009/09/08,20.0,7.0,51.5,10.0,778.0
Bourgogne-Franche-Comté,2009/09/09,19.5,12.5,54.0,10.0,775.0
Bourgogne-Franche-Comté,2009/09/10,19.0,22.0,61.0,10.0,771.5
Bourgogne-Franche-Comté,2009/09/11,15.0,24.5,77.5,10.0,768.0
Bourgogne-Franche-Comté,2009/09/12,15.5,26.5,65.0,10.0,765.0
Bourgogne-Franche-Comté,2009/09/13,15.5,15.5,60.0,10.0,761.5
Bourgogne-Franche-Comté,2009/09/14,13.0,25.5,72.5,9.4375,758.0
Bourgogne-Franche-Comté,2009/09/15,10.5,8.5,80.0,9.164969099354433,755.0
Bourgogne-Franche-Comté,2009/09/16,12.5,18.0,93.0,7.625,752.0
Bourgogne-Franche-Comté,2009/09/17,14.0,7.0,97.0,9.164969099354433,748.0
Bourgogne-Franche-Comté,2009/09/18,15.5,11.0,85.0,6.5,745.0
Bourgogne-Franche-Comté,2009/09/19,16.0,9.5,91.0,6.1875,742.0
Bourgogne-Franche-Comté,2009/09/20,16.0,8.0,84.5,9.164969099354433,738.0
Bourgogne-Franche-Comté,2009/09/21,17.5,17.0,85.5,6.375,734.0
Bourgogne-Franche-Comté,2009/09/22,18.0,11.5,79.0,6.625,731.0
Bourgogne-Franche-Comté,2009/09/23,18.5,9.0,71.0,8.0,727.0
Bourgogne-Franche-Comté,2009/09/24,17.0,16.5,65.0,9.5,724.0
Bourgogne-Franche-Comté,2009/09/25,16.5,18.0,78.0,8.875,721.0
Bourgogne-Franche-Comté,2009/09/26,15.5,13.0,69.5,9.0,717.0
Bourgogne-Franche-Comté,2009/09/27,18.0,7.5,68.0,7.5,714.0
Bourgogne-Franche-Comté,2009/09/28,17.0,9.0,65.0,10.0,711.0
Bourgogne-Franche-Comté,2009/09/29,17.0,8.0,65.0,9.5,707.0
Bourgogne-Franche-Comté,2009/09/30,16.5,6.0,66.0,9.5,704.0
Bourgogne-Franche-Comté,2009/10/01,17.5,12.5,74.0,7.0,700.0
Bourgogne-Franche-Comté,2009/10/02,14.5,12.5,70.0,9.0,697.0
Bourgogne-Franche-Comté,2009/10/03,13.5,13.5,65.5,10.0,694.0
Bourgogne-Franche-Comté,2009/10/04,13.0,13.5,63.0,9.0,690.0
Bourgogne-Franche-Comté,2009/10/05,14.0,16.0,87.0,9.4375,687.0
Bourgogne-Franche-Comté,2009/10/06,19.0,31.5,77.0,9.625,684.0
Bourgogne-Franche-Comté,2009/10/07,20.0,22.5,61.5,9.875,680.5
Bourgogne-Franche-Comté,2009/10/08,16.0,12.5,94.0,7.1875,677.5
Bourgogne-Franche-Comté,2009/10/09,14.5,4.5,93.5,9.164969099354433,674.0
Bourgogne-Franche-Comté,2009/10/10,14.5,15.5,93.0,9.164969099354433,671.0
Bourgogne-Franche-Comté,2009/10/11,13.5,13.0,84.5,6.3125,667.5
Bourgogne-Franche-Comté,2009/10/12,9.0,21.0,87.0,9.875,664.0
Bourgogne-Franche-Comté,2009/10/13,9.5,21.0,72.5,8.875,661.0
Bourgogne-Franche-Comté,2009/10/14,7.0,25.5,66.0,10.0,657.0
Bourgogne-Franche-Comté,2009/10/15,3.5,21.5,57.0,10.0,654.5
Bourgogne-Franche-Comté,2009/10/16,5.0,15.5,83.0,8.1875,650.5
Bourgogne-Franche-Comté,2009/10/17,6.0,20.5,84.0,8.4375,648.0
Bourgogne-Franche-Comté,2009/10/18,5.0,12.5,82.0,7.625,644.0
Bourgogne-Franche-Comté,2009/10/19,4.5,10.5,66.5,8.375,641.0
Bourgogne-Franche-Comté,2009/10/20,10.5,21.5,67.5,10.0,637.5
Bourgogne-Franche-Comté,2009/10/21,8.5,13.0,74.5,9.5,634.5
Bourgogne-Franche-Comté,2009/10/22,12.0,9.0,87.5,7.25,631.5
Bourgogne-Franche-Comté,2009/10/23,9.0,10.0,93.5,6.4375,628.0
Bourgogne-Franche-Comté,2009/10/24,9.0,11.0,83.5,9.164969099354433,625.5
Bourgogne-Franche-Comté,2009/10/25,13.5,8.0,91.5,6.6875,622.0
Bourgogne-Franche-Comté,2009/10/26,11.0,6.0,83.5,6.5,619.0
Bourgogne-Franche-Comté,2009/10/27,9.5,9.0,77.5,8.5,615.0
Bourgogne-Franche-Comté,2009/10/28,9.5,9.5,67.5,10.0,613.0
Bourgogne-Franche-Comté,2009/10/29,11.5,8.5,71.0,10.0,609.0
Bourgogne-Franche-Comté,2009/10/30,9.0,11.0,69.5,9.0,606.5
Bourgogne-Franche-Comté,2009/10/31,8.5,9.5,67.5,10.0,603.0
Bourgogne-Franche-Comté,2009/11/01,10.5,20.5,84.0,8.4375,599.5
Bourgogne-Franche-Comté,2009/11/02,7.5,22.5,88.0,9.5,597.0
Bourgogne-Franche-Comté,2009/11/03,5.0,25.5,95.5,8.4375,593.5
Bourgogne-Franche-Comté,2009/11/04,7.5,26.0,88.5,9.8125,591.0
Bourgogne-Franche-Comté,2009/11/05,6.5,22.5,91.5,9.875,587.5
Bourgogne-Franche-Comté,2009/11/06,7.5,9.0,89.5,9.164969099354433,585.0
Bourgogne-Franche-Comté,2009/11/07,6.0,21.5,94.5,9.1875,582.0
Bourgogne-Franche-Comté,2009/11/08,5.0,10.5,89.5,6.9375,579.0
Bourgogne-Franche-Comté,2009/11/09,4.0,18.0,93.5,6.1875,576.5
Bourgogne-Franche-Comté,2009/11/10,4.0,8.0,99.5,9.164969099354433,573.5
Bourgogne-Franche-Comté,2009/11/11,5.0,5.5,88.0,6.375,570.5
Bourgogne-Franche-Comté,2009/11/12,6.5,19.5,84.5,10.0,568.0
Bourgogne-Franche-Comté,2009/11/13,10.5,21.5,88.5,10.0,566.0
Bourgogne-Franche-Comté,2009/11/14,11.0,32.5,91.5,9.625,562.5
Bourgogne-Franche-Comté,2009/11/15,10.5,17.5,91.0,9.164969099354433,560.5
Bourgogne-Franche-Comté,2009/11/16,11.5,18.5,92.0,8.0,557.5
Bourgogne-Franche-Comté,2009/11/17,12.5,25.5,89.0,9.0625,555.0
Bourgogne-Franche-Comté,2009/11/18,9.0,10.5,86.5,7.0,552.0
Bourgogne-Franche-Comté,2009/11/19,8.0,12.5,83.0,9.0,550.0
Bourgogne-Franche-Comté,2009/11/20,12.0,19.0,73.5,10.0,547.5
Bourgogne-Franche-Comté,2009/11/21,11.0,21.0,70.0,10.0,545.5
Bourgogne-Franche-Comté,2009/11/22,10.5,31.0,89.0,9.9375,543.5
