region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,Dayduration_Min
Bourgogne-Franche-Comté,2014/01/01,7.0,3.0,17.0,94.0,9.0,513.5
Bourgogne-Franche-Comté,2014/01/02,9.5,6.5,27.0,93.0,9.0625,514.5
Bourgogne-Franche-Comté,2014/01/03,10.5,7.0,30.0,92.0,9.5,515.5
Bourgogne-Franche-Comté,2014/01/04,8.0,6.0,16.5,95.5,8.0625,516.5
Bourgogne-Franche-Comté,2014/01/05,6.0,3.0,16.0,95.0,8.9375,518.0
Bourgogne-Franche-Comté,2014/01/06,9.0,4.5,17.0,78.5,9.6875,519.5
Bourgogne-Franche-Comté,2014/01/07,10.5,6.5,19.0,85.5,9.6875,520.5
Bourgogne-Franche-Comté,2014/01/08,12.0,8.0,13.5,90.5,9.875,522.5
Bourgogne-Franche-Comté,2014/01/09,11.0,7.0,26.5,80.0,9.875,524.0
Bourgogne-Franche-Comté,2014/01/10,8.5,6.0,4.0,90.0,7.375,525.0
Bourgogne-Franche-Comté,2014/01/11,8.0,6.0,15.5,89.0,6.5,527.5
Bourgogne-Franche-Comté,2014/01/12,7.0,4.0,8.5,93.0,6.25,529.0
Bourgogne-Franche-Comté,2014/01/13,6.5,4.0,12.5,94.5,5.3125,531.0
Bourgogne-Franche-Comté,2014/01/14,5.5,4.0,19.5,91.5,6.1875,532.5
Bourgogne-Franche-Comté,2014/01/15,4.5,2.5,19.0,84.5,5.75,535.0
Bourgogne-Franche-Comté,2014/01/16,7.5,4.5,25.0,96.5,9.375,536.5
Bourgogne-Franche-Comté,2014/01/17,8.0,3.5,19.5,86.5,10.0,538.5
Bourgogne-Franche-Comté,2014/01/18,7.5,3.5,14.0,72.0,9.6875,541.0
Bourgogne-Franche-Comté,2014/01/19,6.5,4.0,6.5,87.0,8.25,543.5
Bourgogne-Franche-Comté,2014/01/20,5.0,3.5,17.5,97.0,8.908175105485233,545.5
Bourgogne-Franche-Comté,2014/01/21,3.5,2.0,9.0,93.0,5.75,547.0
Bourgogne-Franche-Comté,2014/01/22,5.0,3.0,5.5,82.5,8.75,550.0
Bourgogne-Franche-Comté,2014/01/23,5.5,2.5,18.0,95.0,8.875,552.0
Bourgogne-Franche-Comté,2014/01/24,3.0,1.5,7.0,91.5,7.375,555.0
Bourgogne-Franche-Comté,2014/01/25,4.0,0.5,4.5,79.5,9.0,557.0
Bourgogne-Franche-Comté,2014/01/26,5.5,3.0,22.0,94.0,8.75,560.0
Bourgogne-Franche-Comté,2014/01/27,5.0,2.5,21.0,92.5,10.0,562.0
Bourgogne-Franche-Comté,2014/01/28,4.5,2.0,17.0,90.5,6.875,565.5
Bourgogne-Franche-Comté,2014/01/29,3.5,1.0,19.0,79.5,9.4375,568.0
Bourgogne-Franche-Comté,2014/01/30,4.5,2.0,8.0,75.5,9.0,571.0
Bourgogne-Franche-Comté,2014/01/31,5.5,2.0,7.5,74.5,10.0,573.5
Bourgogne-Franche-Comté,2014/02/01,3.0,2.5,26.0,94.0,7.875,576.0
Bourgogne-Franche-Comté,2014/02/02,5.5,2.0,5.0,91.0,7.75,579.0
Bourgogne-Franche-Comté,2014/02/03,5.5,2.0,14.5,85.5,8.9375,582.0
Bourgogne-Franche-Comté,2014/02/04,6.0,3.5,12.5,91.0,8.9375,584.5
Bourgogne-Franche-Comté,2014/02/05,5.5,3.5,22.5,91.0,9.8125,587.0
Bourgogne-Franche-Comté,2014/02/06,8.0,4.0,26.5,84.5,10.0,590.5
Bourgogne-Franche-Comté,2014/02/07,7.0,4.5,29.0,91.0,9.625,593.0
Bourgogne-Franche-Comté,2014/02/08,5.0,3.0,30.5,88.5,9.75,597.0
Bourgogne-Franche-Comté,2014/02/09,6.0,3.0,32.5,86.0,9.9375,599.0
Bourgogne-Franche-Comté,2014/02/10,2.5,1.5,14.0,98.0,6.8125,603.0
Bourgogne-Franche-Comté,2014/02/11,6.0,3.5,17.5,91.5,8.75,605.0
Bourgogne-Franche-Comté,2014/02/12,7.0,3.0,20.5,89.0,8.3125,609.0
Bourgogne-Franche-Comté,2014/02/13,8.5,5.0,16.72491039426523,89.5,9.5,611.5
Bourgogne-Franche-Comté,2014/02/14,8.5,4.0,22.5,82.5,10.0,615.0
Bourgogne-Franche-Comté,2014/02/15,7.5,5.5,17.5,97.5,9.25,618.0
Bourgogne-Franche-Comté,2014/02/16,8.0,5.0,16.5,82.5,9.9375,621.0
Bourgogne-Franche-Comté,2014/02/17,9.0,5.0,8.5,70.5,10.0,624.5
Bourgogne-Franche-Comté,2014/02/18,9.5,5.5,10.0,62.5,10.0,627.5
Bourgogne-Franche-Comté,2014/02/19,9.0,6.0,14.0,90.5,6.1875,630.5
Bourgogne-Franche-Comté,2014/02/20,10.5,6.5,16.5,88.5,6.4375,634.0
Bourgogne-Franche-Comté,2014/02/21,8.0,6.5,24.0,84.5,9.4375,637.5
Bourgogne-Franche-Comté,2014/02/22,7.0,4.0,22.0,91.5,6.9375,640.0
Bourgogne-Franche-Comté,2014/02/23,10.0,6.0,7.0,88.5,7.0,643.5
Bourgogne-Franche-Comté,2014/02/24,11.5,7.0,22.5,67.0,10.0,647.0
Bourgogne-Franche-Comté,2014/02/25,11.0,8.0,28.5,70.0,9.9375,650.5
Bourgogne-Franche-Comté,2014/02/26,6.5,4.5,10.5,89.0,7.5,654.0
Bourgogne-Franche-Comté,2014/02/27,7.0,4.5,22.5,88.5,6.9375,657.5
Bourgogne-Franche-Comté,2014/02/28,5.0,2.5,28.5,98.5,8.4375,660.0
Bourgogne-Franche-Comté,2014/03/01,6.5,3.5,13.5,89.5,10.0,663.5
Bourgogne-Franche-Comté,2014/03/02,7.5,3.5,7.5,85.0,7.75,667.0
Bourgogne-Franche-Comté,2014/03/03,7.0,4.5,23.0,88.0,9.375,670.5
Bourgogne-Franche-Comté,2014/03/04,7.0,4.5,14.0,86.0,9.3125,674.0
Bourgogne-Franche-Comté,2014/03/05,10.5,6.5,22.0,78.5,10.0,677.0
Bourgogne-Franche-Comté,2014/03/06,10.5,6.0,18.0,74.5,10.0,681.0
Bourgogne-Franche-Comté,2014/03/07,11.5,7.0,6.0,65.5,10.0,684.0
Bourgogne-Franche-Comté,2014/03/08,14.0,9.0,23.5,65.5,10.0,688.0
Bourgogne-Franche-Comté,2014/03/09,15.5,11.0,5.5,67.5,10.0,691.0
Bourgogne-Franche-Comté,2014/03/10,15.0,11.5,13.5,63.5,10.0,695.0
Bourgogne-Franche-Comté,2014/03/11,14.5,9.5,21.0,63.0,10.0,698.0
Bourgogne-Franche-Comté,2014/03/12,15.5,9.5,6.0,64.0,10.0,702.0
Bourgogne-Franche-Comté,2014/03/13,16.0,12.0,8.0,74.5,10.0,705.0
Bourgogne-Franche-Comté,2014/03/14,16.5,12.5,7.5,64.0,10.0,709.0
Bourgogne-Franche-Comté,2014/03/15,12.0,10.5,17.5,75.0,10.0,712.0
Bourgogne-Franche-Comté,2014/03/16,15.5,9.5,10.0,77.0,8.5,715.0
Bourgogne-Franche-Comté,2014/03/17,17.5,12.0,6.0,77.0,6.375,719.0
Bourgogne-Franche-Comté,2014/03/18,17.0,13.0,17.0,63.5,9.4375,722.0
Bourgogne-Franche-Comté,2014/03/19,14.0,10.5,7.5,74.0,7.375,726.0
Bourgogne-Franche-Comté,2014/03/20,18.0,11.5,21.5,61.5,10.0,729.0
Bourgogne-Franche-Comté,2014/03/21,16.0,13.5,25.5,72.5,9.5625,733.0
Bourgogne-Franche-Comté,2014/03/22,10.0,8.0,24.0,89.0,9.125,736.0
Bourgogne-Franche-Comté,2014/03/23,7.5,4.0,14.5,84.0,8.3125,739.0
Bourgogne-Franche-Comté,2014/03/24,11.5,8.0,12.5,78.0,8.75,743.0
Bourgogne-Franche-Comté,2014/03/25,10.5,7.5,17.5,77.0,8.875,746.0
Bourgogne-Franche-Comté,2014/03/26,10.5,7.5,14.0,78.5,9.0,750.0
Bourgogne-Franche-Comté,2014/03/27,10.5,7.5,6.5,55.0,9.9375,753.0
Bourgogne-Franche-Comté,2014/03/28,15.0,10.5,8.5,59.0,9.5,757.0
Bourgogne-Franche-Comté,2014/03/29,17.0,13.0,8.5,60.5,10.0,760.0
Bourgogne-Franche-Comté,2014/03/30,19.0,15.5,5.5,57.0,10.0,763.0
Bourgogne-Franche-Comté,2014/03/31,18.0,14.0,8.5,64.5,9.5,767.0
Bourgogne-Franche-Comté,2014/04/01,18.0,14.0,10.0,65.5,9.875,770.0
Bourgogne-Franche-Comté,2014/04/02,18.5,14.5,17.5,62.5,9.0,774.0
Bourgogne-Franche-Comté,2014/04/03,17.5,15.0,9.5,64.5,10.0,777.0
Bourgogne-Franche-Comté,2014/04/04,17.0,14.0,14.0,70.5,9.0,780.5
Bourgogne-Franche-Comté,2014/04/05,15.5,11.5,9.5,80.5,7.0,784.0
Bourgogne-Franche-Comté,2014/04/06,18.0,15.5,8.0,63.0,8.875,787.0
Bourgogne-Franche-Comté,2014/04/07,21.0,16.5,19.5,69.0,7.625,791.0
Bourgogne-Franche-Comté,2014/04/08,13.0,10.0,20.0,81.5,9.875,793.5
Bourgogne-Franche-Comté,2014/04/09,14.5,11.0,10.5,62.0,9.0,797.5
Bourgogne-Franche-Comté,2014/04/10,18.0,13.0,11.5,54.0,10.0,800.0
Bourgogne-Franche-Comté,2014/04/11,19.5,16.0,8.5,56.5,9.9375,803.0
Bourgogne-Franche-Comté,2014/04/12,18.5,14.0,10.5,71.5,8.375,807.0
Bourgogne-Franche-Comté,2014/04/13,16.5,14.0,10.5,56.5,10.0,810.0
Bourgogne-Franche-Comté,2014/04/14,16.5,12.5,16.0,62.5,9.5,814.0
Bourgogne-Franche-Comté,2014/04/15,11.5,9.0,20.5,54.0,10.0,817.0
Bourgogne-Franche-Comté,2014/04/16,13.5,9.0,25.0,46.0,10.0,819.5
Bourgogne-Franche-Comté,2014/04/17,16.5,10.5,8.0,49.0,10.0,823.5
Bourgogne-Franche-Comté,2014/04/18,12.0,10.5,17.5,69.5,9.625,826.0
Bourgogne-Franche-Comté,2014/04/19,10.0,4.5,21.5,62.0,9.1875,830.0
Bourgogne-Franche-Comté,2014/04/20,16.5,13.0,9.0,53.0,7.9375,833.0
Bourgogne-Franche-Comté,2014/04/21,13.0,8.5,11.0,91.0,7.0625,836.0
Bourgogne-Franche-Comté,2014/04/22,17.5,14.0,8.5,72.5,6.25,839.5
Bourgogne-Franche-Comté,2014/04/23,19.0,16.0,8.0,71.5,7.625,842.0
Bourgogne-Franche-Comté,2014/04/24,19.0,16.5,9.0,73.0,8.625,845.5
Bourgogne-Franche-Comté,2014/04/25,16.0,14.0,13.5,80.0,8.9375,849.0
Bourgogne-Franche-Comté,2014/04/26,16.5,15.0,13.0,71.5,8.25,851.5
Bourgogne-Franche-Comté,2014/04/27,13.5,10.5,15.5,77.0,5.75,855.0
Bourgogne-Franche-Comté,2014/04/28,12.5,9.5,8.0,82.0,5.5625,858.0
Bourgogne-Franche-Comté,2014/04/29,16.0,13.0,7.0,72.0,8.375,860.5
Bourgogne-Franche-Comté,2014/04/30,15.0,10.5,9.0,89.0,6.8125,864.0
Bourgogne-Franche-Comté,2014/05/01,14.5,12.5,13.5,86.5,5.1875,867.0
Bourgogne-Franche-Comté,2014/05/02,14.5,12.0,18.5,87.0,6.875,869.5
Bourgogne-Franche-Comté,2014/05/03,11.5,8.5,23.5,81.0,8.75,873.0
Bourgogne-Franche-Comté,2014/05/04,14.5,11.5,19.0,53.0,10.0,875.5
Bourgogne-Franche-Comté,2014/05/05,19.0,14.5,8.0,55.5,10.0,878.0
Bourgogne-Franche-Comté,2014/05/06,16.0,13.5,21.5,79.5,9.9375,881.5
Bourgogne-Franche-Comté,2014/05/07,15.5,11.5,20.0,82.0,9.8125,884.0
Bourgogne-Franche-Comté,2014/05/08,18.0,13.0,20.0,81.5,7.5,886.5
Bourgogne-Franche-Comté,2014/05/09,18.0,13.5,22.5,88.5,9.3125,890.0
Bourgogne-Franche-Comté,2014/05/10,19.5,14.5,23.5,79.0,6.0625,892.5
Bourgogne-Franche-Comté,2014/05/11,12.5,11.0,28.5,85.0,9.75,895.0
Bourgogne-Franche-Comté,2014/05/12,12.5,9.0,20.0,82.0,7.6875,897.5
Bourgogne-Franche-Comté,2014/05/13,11.0,9.0,15.0,88.5,5.6875,900.5
Bourgogne-Franche-Comté,2014/05/14,13.5,9.0,12.5,90.0,6.8125,903.0
Bourgogne-Franche-Comté,2014/05/15,13.5,7.5,22.5,89.5,7.5625,905.0
Bourgogne-Franche-Comté,2014/05/16,16.5,13.5,31.0,61.0,10.0,907.5
Bourgogne-Franche-Comté,2014/05/17,17.5,15.0,21.0,56.5,10.0,910.5
Bourgogne-Franche-Comté,2014/05/18,20.0,17.0,5.5,58.5,9.0,913.0
Bourgogne-Franche-Comté,2014/05/19,21.0,18.0,12.0,60.0,9.9375,915.0
Bourgogne-Franche-Comté,2014/05/20,22.0,20.0,17.5,60.0,10.0,917.0
Bourgogne-Franche-Comté,2014/05/21,25.0,19.0,13.5,77.0,8.4375,919.5
Bourgogne-Franche-Comté,2014/05/22,19.5,14.5,19.5,86.5,6.5,921.5
Bourgogne-Franche-Comté,2014/05/23,20.0,16.5,12.5,61.0,8.3125,924.0
Bourgogne-Franche-Comté,2014/05/24,17.5,14.0,16.0,56.5,7.5,926.0
Bourgogne-Franche-Comté,2014/05/25,19.5,17.0,14.0,64.0,10.0,928.0
Bourgogne-Franche-Comté,2014/05/26,19.5,15.5,4.5,74.5,6.75,930.0
Bourgogne-Franche-Comté,2014/05/27,15.5,13.0,16.5,92.5,6.125,932.0
Bourgogne-Franche-Comté,2014/05/28,18.0,15.5,8.0,64.0,7.5625,933.5
Bourgogne-Franche-Comté,2014/05/29,18.5,15.5,11.5,72.0,7.625,935.5
Bourgogne-Franche-Comté,2014/05/30,18.5,16.5,16.0,71.5,7.25,937.0
Bourgogne-Franche-Comté,2014/05/31,18.5,14.5,14.0,59.0,8.25,939.0
Bourgogne-Franche-Comté,2014/06/01,20.0,17.5,11.5,59.5,8.0,940.5
Bourgogne-Franche-Comté,2014/06/02,19.0,16.5,10.0,72.5,8.0625,942.0
Bourgogne-Franche-Comté,2014/06/03,20.5,18.0,8.5,66.0,9.4375,943.5
Bourgogne-Franche-Comté,2014/06/04,15.5,14.5,21.0,97.0,6.0,944.5
Bourgogne-Franche-Comté,2014/06/05,19.5,15.5,9.0,59.0,7.5,946.0
Bourgogne-Franche-Comté,2014/06/06,25.5,21.0,14.0,56.0,10.0,947.0
Bourgogne-Franche-Comté,2014/06/07,28.0,24.0,14.0,54.0,9.0,948.5
Bourgogne-Franche-Comté,2014/06/08,29.0,24.0,9.5,57.0,10.0,949.5
Bourgogne-Franche-Comté,2014/06/09,31.0,26.0,6.0,54.0,10.0,950.0
Bourgogne-Franche-Comté,2014/06/10,31.0,27.0,6.0,61.0,9.1875,951.5
Bourgogne-Franche-Comté,2014/06/11,27.0,23.0,12.0,72.5,8.8125,952.0
Bourgogne-Franche-Comté,2014/06/12,26.5,24.0,15.0,72.5,7.4375,953.0
Bourgogne-Franche-Comté,2014/06/13,25.5,23.0,15.5,68.5,6.5,954.0
Bourgogne-Franche-Comté,2014/06/14,22.0,20.5,23.0,58.5,9.4375,954.0
Bourgogne-Franche-Comté,2014/06/15,20.5,18.0,22.0,53.5,10.0,955.0
Bourgogne-Franche-Comté,2014/06/16,21.5,19.0,22.0,52.5,10.0,955.0
Bourgogne-Franche-Comté,2014/06/17,20.5,17.0,23.5,65.0,9.9375,955.5
Bourgogne-Franche-Comté,2014/06/18,21.5,19.5,18.0,61.0,8.875,956.0
Bourgogne-Franche-Comté,2014/06/19,23.0,20.0,11.0,66.5,7.4375,956.0
Bourgogne-Franche-Comté,2014/06/20,21.5,19.5,12.0,60.0,8.875,956.5
Bourgogne-Franche-Comté,2014/06/21,24.5,19.0,10.0,54.5,9.0,956.5
Bourgogne-Franche-Comté,2014/06/22,26.5,23.0,8.0,54.0,8.375,956.5
Bourgogne-Franche-Comté,2014/06/23,23.5,22.5,7.0,68.5,9.75,956.0
Bourgogne-Franche-Comté,2014/06/24,23.5,20.0,12.5,61.0,8.3125,956.0
Bourgogne-Franche-Comté,2014/06/25,22.5,20.5,16.5,48.5,9.9375,955.5
Bourgogne-Franche-Comté,2014/06/26,23.5,20.5,9.0,44.0,10.0,955.0
Bourgogne-Franche-Comté,2014/06/27,23.5,20.5,13.0,64.0,9.9375,955.0
Bourgogne-Franche-Comté,2014/06/28,24.0,19.5,15.5,87.5,8.375,954.0
Bourgogne-Franche-Comté,2014/06/29,18.5,14.5,18.0,91.0,8.4375,954.0
Bourgogne-Franche-Comté,2014/06/30,20.0,14.0,7.0,83.0,7.4375,953.0
Bourgogne-Franche-Comté,2014/07/01,22.5,19.5,8.5,46.5,9.9375,952.0
Bourgogne-Franche-Comté,2014/07/02,22.5,18.0,7.0,76.5,9.5625,951.0
Bourgogne-Franche-Comté,2014/07/03,26.5,23.0,5.0,57.0,8.5,950.5
Bourgogne-Franche-Comté,2014/07/04,25.0,22.5,8.5,78.5,9.4375,950.0
Bourgogne-Franche-Comté,2014/07/05,23.0,19.5,22.5,74.5,9.0,948.0
Bourgogne-Franche-Comté,2014/07/06,24.5,23.0,14.5,82.0,7.0625,947.0
Bourgogne-Franche-Comté,2014/07/07,21.0,18.0,10.0,90.0,7.0625,946.0
Bourgogne-Franche-Comté,2014/07/08,16.5,14.0,15.0,92.0,6.4375,945.0
Bourgogne-Franche-Comté,2014/07/09,15.5,13.0,16.0,92.5,6.75,943.0
Bourgogne-Franche-Comté,2014/07/10,15.5,13.5,12.5,98.0,5.3125,942.0
Bourgogne-Franche-Comté,2014/07/11,18.5,16.0,11.5,95.0,8.908175105485233,940.0
Bourgogne-Franche-Comté,2014/07/12,20.5,17.0,9.5,82.5,7.25,938.5
Bourgogne-Franche-Comté,2014/07/13,19.5,17.5,15.5,87.5,6.4375,937.0
Bourgogne-Franche-Comté,2014/07/14,21.5,17.0,11.0,91.0,6.8125,935.0
Bourgogne-Franche-Comté,2014/07/15,23.5,21.5,5.5,62.5,9.5,933.0
Bourgogne-Franche-Comté,2014/07/16,26.0,22.5,10.0,62.0,10.0,931.5
Bourgogne-Franche-Comté,2014/07/17,28.5,24.5,11.0,62.0,10.0,929.5
Bourgogne-Franche-Comté,2014/07/18,30.5,26.0,7.0,55.0,10.0,927.5
Bourgogne-Franche-Comté,2014/07/19,29.0,26.0,19.5,50.5,10.0,926.0
Bourgogne-Franche-Comté,2014/07/20,22.5,18.5,12.5,93.0,8.0,924.0
Bourgogne-Franche-Comté,2014/07/21,19.5,16.5,11.5,95.0,5.125,922.0
Bourgogne-Franche-Comté,2014/07/22,18.5,16.5,10.5,96.0,7.4375,920.0
Bourgogne-Franche-Comté,2014/07/23,25.5,22.5,17.0,69.5,8.75,917.0
Bourgogne-Franche-Comté,2014/07/24,26.0,23.0,14.0,66.5,9.9375,915.0
Bourgogne-Franche-Comté,2014/07/25,26.5,24.0,8.0,61.0,9.625,912.0
Bourgogne-Franche-Comté,2014/07/26,22.5,20.5,7.5,76.5,8.6875,910.0
Bourgogne-Franche-Comté,2014/07/27,25.0,21.5,8.5,70.5,8.3125,908.0
Bourgogne-Franche-Comté,2014/07/28,20.5,17.5,11.0,96.0,8.0625,906.0
Bourgogne-Franche-Comté,2014/07/29,18.5,14.5,11.5,93.0,5.6875,902.5
Bourgogne-Franche-Comté,2014/07/30,22.0,18.5,15.5,90.0,7.0,900.0
Bourgogne-Franche-Comté,2014/07/31,24.5,20.5,9.0,65.5,8.5,898.0
Bourgogne-Franche-Comté,2014/08/01,26.0,23.5,4.0,66.0,8.9375,895.0
Bourgogne-Franche-Comté,2014/08/02,23.5,20.0,13.5,87.0,9.375,892.5
Bourgogne-Franche-Comté,2014/08/03,23.0,20.5,7.5,73.5,7.9375,890.0
Bourgogne-Franche-Comté,2014/08/04,23.0,20.5,10.0,75.0,7.5,887.0
Bourgogne-Franche-Comté,2014/08/05,22.5,19.5,10.0,65.5,8.9375,884.5
Bourgogne-Franche-Comté,2014/08/06,22.0,20.0,6.0,65.5,9.1875,881.0
Bourgogne-Franche-Comté,2014/08/07,24.0,19.5,7.0,84.5,7.5625,879.0
Bourgogne-Franche-Comté,2014/08/08,26.0,23.0,12.5,72.0,7.25,876.0
Bourgogne-Franche-Comté,2014/08/09,24.5,19.0,14.0,79.0,9.0625,873.5
Bourgogne-Franche-Comté,2014/08/10,27.0,23.0,21.0,78.0,9.25,870.0
Bourgogne-Franche-Comté,2014/08/11,20.0,18.0,20.5,70.0,7.0,867.5
Bourgogne-Franche-Comté,2014/08/12,21.0,18.5,13.0,64.0,10.0,864.5
Bourgogne-Franche-Comté,2014/08/13,16.5,14.0,34.5,97.0,8.1875,861.0
Bourgogne-Franche-Comté,2014/08/14,18.0,15.0,14.5,84.0,7.25,859.0
Bourgogne-Franche-Comté,2014/08/15,17.0,14.0,15.5,87.0,6.9375,855.5
Bourgogne-Franche-Comté,2014/08/16,19.0,14.0,8.5,87.5,6.75,852.0
Bourgogne-Franche-Comté,2014/08/17,20.5,17.5,16.5,64.0,10.0,849.5
Bourgogne-Franche-Comté,2014/08/18,20.0,17.0,21.5,69.0,7.875,847.0
Bourgogne-Franche-Comté,2014/08/19,19.5,16.0,13.0,71.5,8.75,843.0
Bourgogne-Franche-Comté,2014/08/20,18.0,16.5,7.0,66.5,8.375,840.0
Bourgogne-Franche-Comté,2014/08/21,19.0,16.5,7.5,62.0,8.5,837.0
Bourgogne-Franche-Comté,2014/08/22,19.5,18.0,12.0,56.0,10.0,834.5
Bourgogne-Franche-Comté,2014/08/23,17.5,16.0,14.5,69.0,9.375,831.0
Bourgogne-Franche-Comté,2014/08/24,18.5,16.5,7.0,68.0,7.125,828.0
Bourgogne-Franche-Comté,2014/08/25,19.0,13.5,10.0,79.5,9.625,824.5
Bourgogne-Franche-Comté,2014/08/26,20.0,15.5,22.0,97.0,8.375,821.0
Bourgogne-Franche-Comté,2014/08/27,20.5,16.0,8.5,87.5,8.125,818.0
Bourgogne-Franche-Comté,2014/08/28,23.5,20.0,12.5,66.0,7.5,814.5
Bourgogne-Franche-Comté,2014/08/29,21.5,16.0,11.0,86.5,6.4375,811.0
Bourgogne-Franche-Comté,2014/08/30,22.5,19.5,6.0,76.5,6.375,808.0
Bourgogne-Franche-Comté,2014/08/31,18.5,16.5,14.5,78.0,8.875,805.5
Bourgogne-Franche-Comté,2014/09/01,18.5,14.5,11.0,78.5,5.75,802.0
Bourgogne-Franche-Comté,2014/09/02,19.5,16.5,19.5,63.5,8.5,799.0
Bourgogne-Franche-Comté,2014/09/03,20.0,17.0,20.0,70.5,7.75,796.0
Bourgogne-Franche-Comté,2014/09/04,23.0,18.5,4.0,75.0,6.5,792.5
Bourgogne-Franche-Comté,2014/09/05,24.5,21.5,4.5,65.5,8.25,789.0
Bourgogne-Franche-Comté,2014/09/06,24.0,20.5,5.5,77.0,8.3125,786.0
Bourgogne-Franche-Comté,2014/09/07,24.5,20.5,6.5,73.0,7.0,782.5
Bourgogne-Franche-Comté,2014/09/08,26.0,22.0,4.5,70.0,7.875,779.0
Bourgogne-Franche-Comté,2014/09/09,24.0,21.0,7.5,75.0,7.6875,775.5
Bourgogne-Franche-Comté,2014/09/10,21.5,18.0,14.0,80.5,5.75,772.0
Bourgogne-Franche-Comté,2014/09/11,19.0,15.0,15.0,71.0,7.625,768.0
Bourgogne-Franche-Comté,2014/09/12,18.0,14.0,17.5,74.0,7.5,765.0
Bourgogne-Franche-Comté,2014/09/13,19.5,16.0,14.5,81.0,7.4375,762.0
Bourgogne-Franche-Comté,2014/09/14,20.5,17.0,14.5,76.5,6.5,758.5
Bourgogne-Franche-Comté,2014/09/15,22.5,18.5,4.5,72.0,6.8125,755.0
Bourgogne-Franche-Comté,2014/09/16,24.0,21.0,4.5,70.0,7.5,752.0
Bourgogne-Franche-Comté,2014/09/17,23.0,20.5,10.5,70.0,9.875,748.5
Bourgogne-Franche-Comté,2014/09/18,24.0,20.5,13.5,71.0,8.5,745.0
Bourgogne-Franche-Comté,2014/09/19,22.5,19.0,16.0,83.0,6.6875,742.0
Bourgogne-Franche-Comté,2014/09/20,23.0,19.5,9.0,77.5,6.375,739.0
Bourgogne-Franche-Comté,2014/09/21,19.5,17.5,12.5,87.5,5.625,735.0
Bourgogne-Franche-Comté,2014/09/22,16.5,12.5,15.0,86.5,6.875,732.0
Bourgogne-Franche-Comté,2014/09/23,17.0,13.0,18.0,61.0,9.375,729.0
Bourgogne-Franche-Comté,2014/09/24,18.5,14.5,14.0,75.0,7.375,725.0
Bourgogne-Franche-Comté,2014/09/25,16.5,13.5,9.5,78.5,8.25,722.0
Bourgogne-Franche-Comté,2014/09/26,18.5,15.0,8.0,63.5,9.0,719.0
Bourgogne-Franche-Comté,2014/09/27,20.5,16.0,8.0,63.5,9.5,715.0
Bourgogne-Franche-Comté,2014/09/28,23.0,19.0,14.0,64.0,10.0,712.0
Bourgogne-Franche-Comté,2014/09/29,21.0,17.0,19.5,69.5,10.0,708.5
Bourgogne-Franche-Comté,2014/09/30,20.5,17.5,6.5,80.5,9.3125,705.0
Bourgogne-Franche-Comté,2014/10/01,21.0,17.5,7.0,79.5,6.25,702.0
Bourgogne-Franche-Comté,2014/10/02,20.5,16.5,12.0,77.0,5.75,698.0
Bourgogne-Franche-Comté,2014/10/03,20.0,17.0,5.5,75.5,6.5,695.0
Bourgogne-Franche-Comté,2014/10/04,20.0,16.5,13.5,73.0,8.4375,692.0
Bourgogne-Franche-Comté,2014/10/05,17.5,14.5,8.0,94.5,8.908175105485233,688.0
Bourgogne-Franche-Comté,2014/10/06,18.0,13.0,17.5,84.0,6.0625,685.0
Bourgogne-Franche-Comté,2014/10/07,16.5,14.5,23.0,94.5,8.875,681.0
Bourgogne-Franche-Comté,2014/10/08,20.5,17.5,27.5,81.0,8.5,678.0
Bourgogne-Franche-Comté,2014/10/09,18.5,17.0,20.5,94.5,7.9375,675.0
Bourgogne-Franche-Comté,2014/10/10,16.0,15.0,3.0,96.5,5.3125,671.0
Bourgogne-Franche-Comté,2014/10/11,17.5,15.0,11.5,88.5,5.25,668.0
Bourgogne-Franche-Comté,2014/10/12,17.5,15.0,14.0,94.0,6.1875,664.5
Bourgogne-Franche-Comté,2014/10/13,18.0,15.0,18.0,88.0,7.625,661.5
Bourgogne-Franche-Comté,2014/10/14,18.0,14.5,9.0,80.5,7.1875,658.5
Bourgogne-Franche-Comté,2014/10/15,18.0,15.0,9.5,87.0,5.9375,655.0
Bourgogne-Franche-Comté,2014/10/16,16.0,13.5,14.0,91.5,8.25,652.0
Bourgogne-Franche-Comté,2014/10/17,18.0,14.5,8.0,89.0,8.1875,648.0
Bourgogne-Franche-Comté,2014/10/18,21.0,17.0,8.0,71.0,10.0,645.0
Bourgogne-Franche-Comté,2014/10/19,22.0,17.0,16.5,77.0,8.5,641.5
Bourgogne-Franche-Comté,2014/10/20,20.0,18.0,12.0,81.0,6.8125,639.0
Bourgogne-Franche-Comté,2014/10/21,16.0,14.0,28.5,93.5,6.1875,635.0
Bourgogne-Franche-Comté,2014/10/22,9.0,7.0,18.0,84.5,7.0625,632.0
Bourgogne-Franche-Comté,2014/10/23,11.0,7.5,5.0,88.5,5.875,628.5
Bourgogne-Franche-Comté,2014/10/24,12.5,8.5,5.5,76.0,10.0,626.0
Bourgogne-Franche-Comté,2014/10/25,15.0,12.0,3.0,78.0,10.0,622.0
Bourgogne-Franche-Comté,2014/10/26,15.5,12.0,8.5,79.5,7.5,619.0
Bourgogne-Franche-Comté,2014/10/27,14.5,11.0,4.0,81.5,7.0,616.0
