region,day,TempMax_Deg,Wind_kmh,Wet_percent,Visibility_km,Dayduration_Min
Bourgogne-Franche-Comté,2011/01/01,1.0,5.0,91.0,7.5,513.5
Bourgogne-Franche-Comté,2011/01/02,0.5,24.5,95.0,7.75,514.5
Bourgogne-Franche-Comté,2011/01/03,-1.5,15.0,90.5,8.0,515.5
Bourgogne-Franche-Comté,2011/01/04,-2.5,5.5,84.5,8.375,516.5
Bourgogne-Franche-Comté,2011/01/05,2.5,19.5,86.5,10.0,518.0
Bourgogne-Franche-Comté,2011/01/06,7.5,30.0,96.5,9.3125,519.0
Bourgogne-Franche-Comté,2011/01/07,11.0,21.0,97.5,8.875,520.0
Bourgogne-Franche-Comté,2011/01/08,13.0,27.0,93.5,9.3125,522.0
Bourgogne-Franche-Comté,2011/01/09,8.5,21.0,99.5,7.6875,523.5
Bourgogne-Franche-Comté,2011/01/10,5.0,5.5,88.5,6.875,525.0
Bourgogne-Franche-Comté,2011/01/11,4.5,23.0,97.0,5.8125,526.5
Bourgogne-Franche-Comté,2011/01/12,5.5,18.5,97.5,6.5,528.5
Bourgogne-Franche-Comté,2011/01/13,10.5,25.0,98.0,9.375,530.5
Bourgogne-Franche-Comté,2011/01/14,10.5,10.5,96.0,5.25,532.0
Bourgogne-Franche-Comté,2011/01/15,10.0,11.5,95.5,8.375,534.5
Bourgogne-Franche-Comté,2011/01/16,8.5,9.5,80.0,10.0,536.0
Bourgogne-Franche-Comté,2011/01/17,7.5,17.0,88.0,8.875,538.0
Bourgogne-Franche-Comté,2011/01/18,7.5,13.0,94.5,4.875,540.5
Bourgogne-Franche-Comté,2011/01/19,4.0,20.0,89.5,8.375,542.5
Bourgogne-Franche-Comté,2011/01/20,1.5,22.5,87.0,7.875,544.5
Bourgogne-Franche-Comté,2011/01/21,1.0,34.0,77.0,10.0,547.0
Bourgogne-Franche-Comté,2011/01/22,0.0,28.5,70.5,10.0,549.0
Bourgogne-Franche-Comté,2011/01/23,0.0,17.0,65.0,10.0,552.0
Bourgogne-Franche-Comté,2011/01/24,1.0,12.5,78.0,10.0,554.0
Bourgogne-Franche-Comté,2011/01/25,2.5,13.0,91.0,6.5625,557.0
Bourgogne-Franche-Comté,2011/01/26,3.5,11.5,94.5,5.0,559.0
Bourgogne-Franche-Comté,2011/01/27,3.0,17.0,88.5,7.875,562.0
Bourgogne-Franche-Comté,2011/01/28,2.5,15.5,87.0,7.25,564.0
Bourgogne-Franche-Comté,2011/01/29,2.0,13.0,71.5,10.0,567.0
Bourgogne-Franche-Comté,2011/01/30,0.5,7.5,67.5,10.0,569.5
Bourgogne-Franche-Comté,2011/01/31,0.0,7.5,58.0,10.0,573.0
Bourgogne-Franche-Comté,2011/02/01,-1.0,5.5,57.5,10.0,575.5
Bourgogne-Franche-Comté,2011/02/02,1.0,9.0,57.0,10.0,578.0
Bourgogne-Franche-Comté,2011/02/03,2.0,12.5,74.5,8.4375,580.5
Bourgogne-Franche-Comté,2011/02/04,8.0,21.5,96.0,7.625,584.0
Bourgogne-Franche-Comté,2011/02/05,8.0,20.0,94.5,7.625,587.0
Bourgogne-Franche-Comté,2011/02/06,10.0,6.0,88.0,6.25,589.0
Bourgogne-Franche-Comté,2011/02/07,10.5,14.0,70.5,10.0,593.0
Bourgogne-Franche-Comté,2011/02/08,9.5,5.5,78.0,9.5,595.0
Bourgogne-Franche-Comté,2011/02/09,8.0,4.5,71.0,9.0,599.0
Bourgogne-Franche-Comté,2011/02/10,9.0,13.5,67.5,10.0,601.5
Bourgogne-Franche-Comté,2011/02/11,10.0,20.0,65.5,10.0,605.0
Bourgogne-Franche-Comté,2011/02/12,10.0,12.5,75.0,9.4375,607.5
Bourgogne-Franche-Comté,2011/02/13,9.0,7.0,89.5,7.625,611.0
Bourgogne-Franche-Comté,2011/02/14,8.5,9.0,88.5,8.375,613.5
Bourgogne-Franche-Comté,2011/02/15,7.0,17.0,93.5,6.3125,617.0
Bourgogne-Franche-Comté,2011/02/16,7.5,7.0,83.0,7.5,620.5
Bourgogne-Franche-Comté,2011/02/17,7.5,7.0,70.5,10.0,623.0
Bourgogne-Franche-Comté,2011/02/18,6.5,6.0,78.5,8.0,626.5
Bourgogne-Franche-Comté,2011/02/19,6.5,5.5,67.0,9.1875,630.0
Bourgogne-Franche-Comté,2011/02/20,5.5,11.5,97.0,8.71249231596742,632.5
Bourgogne-Franche-Comté,2011/02/21,7.0,8.5,93.0,8.71249231596742,636.0
Bourgogne-Franche-Comté,2011/02/22,4.5,13.0,90.5,7.0,639.5
Bourgogne-Franche-Comté,2011/02/23,4.0,6.0,71.0,9.5,643.0
Bourgogne-Franche-Comté,2011/02/24,5.5,12.5,95.5,4.875,647.0
Bourgogne-Franche-Comté,2011/02/25,9.5,10.5,92.5,8.71249231596742,649.0
Bourgogne-Franche-Comté,2011/02/26,7.0,15.0,95.0,7.0,653.0
Bourgogne-Franche-Comté,2011/02/27,6.5,18.0,76.5,8.9375,656.0
Bourgogne-Franche-Comté,2011/02/28,6.5,26.5,88.0,8.4375,660.0
Bourgogne-Franche-Comté,2011/03/01,7.5,24.5,87.5,10.0,663.0
Bourgogne-Franche-Comté,2011/03/02,7.5,22.5,65.5,10.0,667.0
Bourgogne-Franche-Comté,2011/03/03,7.5,18.0,82.0,8.9375,670.0
Bourgogne-Franche-Comté,2011/03/04,7.0,18.0,78.5,8.5,673.0
Bourgogne-Franche-Comté,2011/03/05,6.5,21.0,77.5,9.0625,676.0
Bourgogne-Franche-Comté,2011/03/06,6.5,15.5,79.5,8.5,679.5
Bourgogne-Franche-Comté,2011/03/07,7.0,11.0,59.0,10.0,683.0
Bourgogne-Franche-Comté,2011/03/08,11.0,20.0,72.5,10.0,686.0
Bourgogne-Franche-Comté,2011/03/09,11.5,14.5,66.5,9.25,690.0
Bourgogne-Franche-Comté,2011/03/10,10.0,20.0,78.0,7.25,693.0
Bourgogne-Franche-Comté,2011/03/11,11.5,9.0,76.0,7.875,697.0
Bourgogne-Franche-Comté,2011/03/12,11.5,14.5,78.0,8.875,700.0
Bourgogne-Franche-Comté,2011/03/13,7.5,9.0,95.0,5.375,704.0
Bourgogne-Franche-Comté,2011/03/14,14.0,10.0,85.0,6.375,707.0
Bourgogne-Franche-Comté,2011/03/15,15.5,13.5,69.0,9.0,711.0
Bourgogne-Franche-Comté,2011/03/16,13.0,6.5,84.0,6.1875,714.0
Bourgogne-Franche-Comté,2011/03/17,8.5,18.0,87.0,5.6875,717.5
Bourgogne-Franche-Comté,2011/03/18,11.0,14.0,76.0,6.75,721.0
Bourgogne-Franche-Comté,2011/03/19,9.0,20.5,91.0,6.5625,724.0
Bourgogne-Franche-Comté,2011/03/20,10.0,20.5,56.5,10.0,728.0
Bourgogne-Franche-Comté,2011/03/21,10.5,21.0,49.5,10.0,731.0
Bourgogne-Franche-Comté,2011/03/22,12.0,10.5,57.5,10.0,735.0
Bourgogne-Franche-Comté,2011/03/23,14.5,15.0,60.5,10.0,738.0
Bourgogne-Franche-Comté,2011/03/24,16.5,4.0,66.5,10.0,742.0
Bourgogne-Franche-Comté,2011/03/25,16.5,17.5,61.5,10.0,745.0
Bourgogne-Franche-Comté,2011/03/26,16.0,9.5,72.0,9.625,748.0
Bourgogne-Franche-Comté,2011/03/27,15.0,10.0,76.0,7.625,752.0
Bourgogne-Franche-Comté,2011/03/28,14.5,7.0,78.0,6.3125,755.0
Bourgogne-Franche-Comté,2011/03/29,15.5,5.5,74.0,8.8125,759.0
Bourgogne-Franche-Comté,2011/03/30,14.0,15.0,82.5,6.125,762.0
Bourgogne-Franche-Comté,2011/03/31,13.5,20.0,96.0,6.1875,765.0
Bourgogne-Franche-Comté,2011/04/01,18.0,5.5,81.5,6.25,769.0
Bourgogne-Franche-Comté,2011/04/02,21.0,16.5,70.5,8.5,772.0
Bourgogne-Franche-Comté,2011/04/03,18.5,13.5,80.0,8.8125,776.0
Bourgogne-Franche-Comté,2011/04/04,13.0,8.5,81.0,7.6875,779.0
Bourgogne-Franche-Comté,2011/04/05,15.5,6.5,69.0,7.75,783.0
Bourgogne-Franche-Comté,2011/04/06,20.0,15.0,63.5,10.0,786.0
Bourgogne-Franche-Comté,2011/04/07,22.5,10.0,69.5,8.875,789.0
Bourgogne-Franche-Comté,2011/04/08,18.5,14.5,68.0,10.0,793.0
Bourgogne-Franche-Comté,2011/04/09,21.0,21.5,64.0,9.5,796.0
Bourgogne-Franche-Comté,2011/04/10,21.0,21.0,54.0,10.0,800.0
Bourgogne-Franche-Comté,2011/04/11,20.5,9.0,58.0,9.3125,803.0
Bourgogne-Franche-Comté,2011/04/12,12.5,23.5,79.0,8.75,805.5
Bourgogne-Franche-Comté,2011/04/13,11.5,12.0,51.0,9.5,809.5
Bourgogne-Franche-Comté,2011/04/14,12.5,18.5,80.07957407831464,10.0,812.0
Bourgogne-Franche-Comté,2011/04/15,13.5,21.0,80.07957407831464,10.0,816.0
Bourgogne-Franche-Comté,2011/04/16,14.5,12.5,54.5,10.0,819.0
Bourgogne-Franche-Comté,2011/04/17,16.0,5.5,56.5,10.0,822.0
Bourgogne-Franche-Comté,2011/04/18,19.0,10.5,54.5,10.0,826.0
Bourgogne-Franche-Comté,2011/04/19,19.5,7.5,52.0,10.0,828.5
Bourgogne-Franche-Comté,2011/04/20,20.5,7.0,59.5,10.0,832.5
Bourgogne-Franche-Comté,2011/04/21,20.0,9.5,58.5,9.875,835.0
Bourgogne-Franche-Comté,2011/04/22,20.5,7.5,56.0,9.9375,838.0
Bourgogne-Franche-Comté,2011/04/23,21.0,8.5,64.5,9.75,842.0
Bourgogne-Franche-Comté,2011/04/24,18.5,9.0,88.0,7.5625,844.5
Bourgogne-Franche-Comté,2011/04/25,20.5,20.5,61.5,8.875,847.5
Bourgogne-Franche-Comté,2011/04/26,17.5,25.5,52.5,10.0,851.0
Bourgogne-Franche-Comté,2011/04/27,16.5,16.0,74.0,9.75,854.0
Bourgogne-Franche-Comté,2011/04/28,15.0,12.0,74.5,7.1875,857.5
Bourgogne-Franche-Comté,2011/04/29,17.0,4.5,78.0,7.125,860.0
Bourgogne-Franche-Comté,2011/04/30,18.0,10.0,69.5,7.9375,863.0
Bourgogne-Franche-Comté,2011/05/01,19.5,8.0,63.0,9.9375,866.0
Bourgogne-Franche-Comté,2011/05/02,20.0,9.0,65.5,8.6875,869.0
Bourgogne-Franche-Comté,2011/05/03,16.0,15.5,69.5,8.3125,871.5
Bourgogne-Franche-Comté,2011/05/04,15.5,13.5,51.0,10.0,875.0
Bourgogne-Franche-Comté,2011/05/05,18.5,8.0,50.5,10.0,878.0
Bourgogne-Franche-Comté,2011/05/06,22.0,15.5,51.5,10.0,880.0
Bourgogne-Franche-Comté,2011/05/07,22.5,17.5,49.5,10.0,884.0
Bourgogne-Franche-Comté,2011/05/08,23.5,11.5,53.5,10.0,886.0
Bourgogne-Franche-Comté,2011/05/09,22.5,10.0,74.5,9.3125,888.5
Bourgogne-Franche-Comté,2011/05/10,23.0,11.0,84.5,6.625,892.0
Bourgogne-Franche-Comté,2011/05/11,24.0,5.5,83.0,8.1875,894.5
Bourgogne-Franche-Comté,2011/05/12,18.5,12.0,91.5,6.4375,897.0
Bourgogne-Franche-Comté,2011/05/13,18.5,10.5,75.0,6.625,899.0
Bourgogne-Franche-Comté,2011/05/14,16.5,17.5,97.0,7.0,902.5
Bourgogne-Franche-Comté,2011/05/15,12.5,14.0,85.0,6.25,905.0
Bourgogne-Franche-Comté,2011/05/16,15.5,9.5,78.0,5.625,907.0
Bourgogne-Franche-Comté,2011/05/17,18.5,7.0,84.0,5.5625,909.0
Bourgogne-Franche-Comté,2011/05/18,21.0,4.5,75.5,8.0,912.0
Bourgogne-Franche-Comté,2011/05/19,20.5,8.5,82.5,6.8125,914.5
Bourgogne-Franche-Comté,2011/05/20,22.0,7.5,81.5,7.5,917.0
Bourgogne-Franche-Comté,2011/05/21,21.5,11.0,80.5,7.0,919.0
Bourgogne-Franche-Comté,2011/05/22,21.5,15.0,87.0,8.375,921.0
Bourgogne-Franche-Comté,2011/05/23,21.0,7.5,76.5,5.875,923.5
Bourgogne-Franche-Comté,2011/05/24,21.0,14.5,83.5,6.875,925.5
Bourgogne-Franche-Comté,2011/05/25,21.0,10.0,72.5,8.375,928.0
Bourgogne-Franche-Comté,2011/05/26,20.5,21.0,80.5,7.5625,929.5
Bourgogne-Franche-Comté,2011/05/27,14.0,16.0,84.0,7.4375,931.5
Bourgogne-Franche-Comté,2011/05/28,17.5,6.5,74.0,5.5,933.5
Bourgogne-Franche-Comté,2011/05/29,19.5,14.0,75.5,8.1875,935.0
Bourgogne-Franche-Comté,2011/05/30,18.5,13.5,77.5,8.625,937.0
Bourgogne-Franche-Comté,2011/05/31,16.0,20.0,98.0,7.9375,938.5
Bourgogne-Franche-Comté,2011/06/01,14.0,29.0,85.5,8.0,940.0
Bourgogne-Franche-Comté,2011/06/02,17.5,18.5,80.0,10.0,941.5
Bourgogne-Franche-Comté,2011/06/03,21.0,12.5,80.0,8.5,943.0
Bourgogne-Franche-Comté,2011/06/04,22.5,7.0,91.0,5.5,944.0
Bourgogne-Franche-Comté,2011/06/05,22.0,9.0,80.0,6.1875,945.5
Bourgogne-Franche-Comté,2011/06/06,20.0,13.0,92.5,8.25,947.0
Bourgogne-Franche-Comté,2011/06/07,21.0,6.0,78.5,7.0,948.5
Bourgogne-Franche-Comté,2011/06/08,15.0,6.0,96.0,6.3125,949.5
Bourgogne-Franche-Comté,2011/06/09,16.5,7.0,80.5,7.3125,950.0
Bourgogne-Franche-Comté,2011/06/10,17.0,13.0,80.0,7.75,951.5
Bourgogne-Franche-Comté,2011/06/11,16.0,11.5,92.5,4.75,952.0
Bourgogne-Franche-Comté,2011/06/12,19.0,4.0,73.5,7.0,953.0
Bourgogne-Franche-Comté,2011/06/13,20.5,5.5,83.5,6.1875,953.5
Bourgogne-Franche-Comté,2011/06/14,20.5,9.0,91.5,6.1875,954.0
Bourgogne-Franche-Comté,2011/06/15,22.5,8.0,84.5,8.71249231596742,954.5
Bourgogne-Franche-Comté,2011/06/16,21.0,18.0,96.5,4.5,955.0
Bourgogne-Franche-Comté,2011/06/17,20.5,13.5,86.5,5.8125,955.5
Bourgogne-Franche-Comté,2011/06/18,15.5,22.5,83.5,9.0,956.0
Bourgogne-Franche-Comté,2011/06/19,16.5,19.5,80.0,8.9375,956.0
Bourgogne-Franche-Comté,2011/06/20,19.5,15.0,96.5,4.75,956.5
Bourgogne-Franche-Comté,2011/06/21,25.0,15.5,78.5,6.125,956.5
Bourgogne-Franche-Comté,2011/06/22,20.5,23.0,97.0,5.875,956.5
Bourgogne-Franche-Comté,2011/06/23,18.0,16.0,78.5,6.3125,956.5
Bourgogne-Franche-Comté,2011/06/24,17.5,11.0,74.5,7.25,956.0
Bourgogne-Franche-Comté,2011/06/25,21.5,6.0,71.0,8.25,955.5
Bourgogne-Franche-Comté,2011/06/26,26.0,9.0,75.5,9.0,955.0
Bourgogne-Franche-Comté,2011/06/27,22.5,11.5,72.0,8.375,955.0
Bourgogne-Franche-Comté,2011/06/28,30.0,8.0,73.0,10.0,954.5
Bourgogne-Franche-Comté,2011/06/29,20.0,12.0,96.5,6.0,954.0
Bourgogne-Franche-Comté,2011/06/30,18.5,11.0,68.0,7.625,953.5
Bourgogne-Franche-Comté,2011/07/01,18.5,14.0,70.0,7.3125,952.5
Bourgogne-Franche-Comté,2011/07/02,18.5,13.5,68.5,8.25,951.5
Bourgogne-Franche-Comté,2011/07/03,20.0,11.0,68.0,7.5,950.5
Bourgogne-Franche-Comté,2011/07/04,22.5,5.5,73.0,9.0,950.0
Bourgogne-Franche-Comté,2011/07/05,26.5,6.0,69.0,9.5,948.5
Bourgogne-Franche-Comté,2011/07/06,21.0,16.5,84.5,5.75,947.5
Bourgogne-Franche-Comté,2011/07/07,21.0,11.0,97.5,5.5,946.5
Bourgogne-Franche-Comté,2011/07/08,20.5,11.0,72.0,7.625,945.0
Bourgogne-Franche-Comté,2011/07/09,20.5,13.0,83.0,9.25,943.5
Bourgogne-Franche-Comté,2011/07/10,21.0,15.0,85.0,7.25,942.0
Bourgogne-Franche-Comté,2011/07/11,24.0,9.5,77.5,5.5,940.5
Bourgogne-Franche-Comté,2011/07/12,27.0,13.0,76.5,8.3125,939.0
Bourgogne-Franche-Comté,2011/07/13,18.5,14.5,98.5,6.0625,937.5
Bourgogne-Franche-Comté,2011/07/14,17.5,11.0,82.0,5.625,935.5
Bourgogne-Franche-Comté,2011/07/15,21.0,4.5,70.0,7.875,934.0
Bourgogne-Franche-Comté,2011/07/16,22.5,18.0,68.0,10.0,932.0
Bourgogne-Franche-Comté,2011/07/17,17.0,24.0,94.5,8.9375,930.5
Bourgogne-Franche-Comté,2011/07/18,16.5,21.0,84.0,8.8125,928.5
Bourgogne-Franche-Comté,2011/07/19,15.5,23.0,92.5,7.4375,926.5
Bourgogne-Franche-Comté,2011/07/20,17.5,14.0,88.5,6.5625,924.5
Bourgogne-Franche-Comté,2011/07/21,17.5,14.0,92.0,5.9375,922.0
Bourgogne-Franche-Comté,2011/07/22,19.5,8.5,92.5,6.8125,920.0
Bourgogne-Franche-Comté,2011/07/23,17.0,8.0,89.5,4.9375,918.0
Bourgogne-Franche-Comté,2011/07/24,15.5,14.0,78.0,5.25,916.0
Bourgogne-Franche-Comté,2011/07/25,18.5,8.0,83.0,7.0,913.0
Bourgogne-Franche-Comté,2011/07/26,20.5,7.0,86.5,6.9375,911.0
Bourgogne-Franche-Comté,2011/07/27,20.5,8.0,80.5,8.3125,908.0
Bourgogne-Franche-Comté,2011/07/28,19.5,8.5,86.5,7.5625,906.0
Bourgogne-Franche-Comté,2011/07/29,20.5,13.0,82.0,5.6875,904.0
Bourgogne-Franche-Comté,2011/07/30,19.5,14.0,80.5,5.75,901.0
Bourgogne-Franche-Comté,2011/07/31,19.0,11.0,74.0,7.0,898.0
Bourgogne-Franche-Comté,2011/08/01,22.0,7.5,75.5,7.375,896.0
Bourgogne-Franche-Comté,2011/08/02,27.0,7.0,73.5,7.875,893.0
Bourgogne-Franche-Comté,2011/08/03,23.0,19.5,77.0,7.8125,890.5
Bourgogne-Franche-Comté,2011/08/04,23.5,11.0,92.0,6.8125,888.0
Bourgogne-Franche-Comté,2011/08/05,23.5,7.0,84.0,6.75,885.0
Bourgogne-Franche-Comté,2011/08/06,23.0,16.0,87.5,6.75,883.0
Bourgogne-Franche-Comté,2011/08/07,18.0,12.5,92.0,7.4375,879.5
Bourgogne-Franche-Comté,2011/08/08,18.0,25.5,81.0,8.25,877.0
Bourgogne-Franche-Comté,2011/08/09,17.5,15.5,82.5,6.625,874.0
Bourgogne-Franche-Comté,2011/08/10,18.5,6.5,72.5,6.5,871.5
Bourgogne-Franche-Comté,2011/08/11,22.5,9.5,65.5,10.0,868.0
Bourgogne-Franche-Comté,2011/08/12,22.0,16.0,74.5,7.6875,865.0
Bourgogne-Franche-Comté,2011/08/13,24.0,10.5,78.0,6.375,862.5
Bourgogne-Franche-Comté,2011/08/14,22.5,19.5,87.0,4.4375,859.0
Bourgogne-Franche-Comté,2011/08/15,21.5,9.0,93.5,5.5,856.0
Bourgogne-Franche-Comté,2011/08/16,23.0,6.0,77.5,8.375,854.0
Bourgogne-Franche-Comté,2011/08/17,26.5,3.5,75.5,9.5,850.0
Bourgogne-Franche-Comté,2011/08/18,27.5,11.5,73.5,9.875,847.0
Bourgogne-Franche-Comté,2011/08/19,25.5,11.5,84.0,7.9375,844.5
Bourgogne-Franche-Comté,2011/08/20,28.0,5.0,77.5,8.0,841.5
Bourgogne-Franche-Comté,2011/08/21,28.0,9.0,65.0,10.0,838.0
Bourgogne-Franche-Comté,2011/08/22,30.0,9.0,66.0,10.0,835.0
Bourgogne-Franche-Comté,2011/08/23,28.0,12.0,66.5,9.875,831.5
Bourgogne-Franche-Comté,2011/08/24,25.5,11.5,80.5,6.3125,828.0
Bourgogne-Franche-Comté,2011/08/25,24.5,8.5,78.5,8.4375,825.5
Bourgogne-Franche-Comté,2011/08/26,21.0,18.0,94.5,8.5625,822.5
Bourgogne-Franche-Comté,2011/08/27,16.5,22.5,84.5,9.0,819.0
Bourgogne-Franche-Comté,2011/08/28,19.0,9.5,73.5,5.75,816.0
Bourgogne-Franche-Comté,2011/08/29,18.5,7.5,73.5,6.125,812.5
Bourgogne-Franche-Comté,2011/08/30,19.5,6.0,73.5,8.0,809.0
Bourgogne-Franche-Comté,2011/08/31,21.0,9.0,78.5,5.75,806.0
Bourgogne-Franche-Comté,2011/09/01,24.5,7.0,79.0,8.8125,803.0
Bourgogne-Franche-Comté,2011/09/02,25.5,9.0,77.0,9.375,799.5
Bourgogne-Franche-Comté,2011/09/03,26.0,8.0,75.5,7.4375,796.0
Bourgogne-Franche-Comté,2011/09/04,19.5,5.0,96.0,8.71249231596742,793.0
Bourgogne-Franche-Comté,2011/09/05,17.5,17.5,79.0,7.625,789.5
Bourgogne-Franche-Comté,2011/09/06,19.5,17.5,72.5,7.5,786.0
Bourgogne-Franche-Comté,2011/09/07,17.5,21.5,93.5,8.0625,783.0
Bourgogne-Franche-Comté,2011/09/08,19.0,19.0,81.0,6.0,780.0
Bourgogne-Franche-Comté,2011/09/09,23.5,7.5,92.0,4.875,776.0
Bourgogne-Franche-Comté,2011/09/10,26.0,16.5,77.5,6.625,773.0
Bourgogne-Franche-Comté,2011/09/11,23.0,19.5,92.0,6.0625,770.0
Bourgogne-Franche-Comté,2011/09/12,21.0,16.0,81.5,6.5,766.5
Bourgogne-Franche-Comté,2011/09/13,22.0,13.5,89.0,5.8125,763.0
Bourgogne-Franche-Comté,2011/09/14,18.5,7.5,84.0,6.25,760.0
Bourgogne-Franche-Comté,2011/09/15,19.0,7.0,78.0,7.375,756.5
Bourgogne-Franche-Comté,2011/09/16,23.0,8.5,75.5,7.0625,753.0
Bourgogne-Franche-Comté,2011/09/17,18.5,16.5,90.5,7.25,750.0
Bourgogne-Franche-Comté,2011/09/18,13.5,16.5,85.5,8.8125,747.0
Bourgogne-Franche-Comté,2011/09/19,14.0,18.0,89.5,5.25,743.0
Bourgogne-Franche-Comté,2011/09/20,17.0,11.5,75.0,6.375,739.5
Bourgogne-Franche-Comté,2011/09/21,19.0,3.0,73.5,9.0,736.0
Bourgogne-Franche-Comté,2011/09/22,19.0,5.5,77.0,6.75,732.0
Bourgogne-Franche-Comté,2011/09/23,18.5,7.5,83.0,5.125,729.0
Bourgogne-Franche-Comté,2011/09/24,21.0,9.0,79.0,6.375,726.0
Bourgogne-Franche-Comté,2011/09/25,22.5,5.5,85.5,6.1875,722.0
Bourgogne-Franche-Comté,2011/09/26,23.0,6.0,77.5,7.4375,719.0
Bourgogne-Franche-Comté,2011/09/27,22.5,14.0,76.0,8.0,716.0
Bourgogne-Franche-Comté,2011/09/28,21.5,7.5,76.5,8.5,712.0
Bourgogne-Franche-Comté,2011/09/29,22.5,4.0,76.0,9.0,709.0
Bourgogne-Franche-Comté,2011/09/30,22.5,4.0,73.0,9.0,705.5
Bourgogne-Franche-Comté,2011/10/01,22.0,4.5,74.0,9.0,702.0
Bourgogne-Franche-Comté,2011/10/02,22.0,5.0,73.5,9.0,699.0
Bourgogne-Franche-Comté,2011/10/03,21.5,6.0,67.5,9.0,695.0
Bourgogne-Franche-Comté,2011/10/04,21.0,11.0,70.0,8.25,692.0
Bourgogne-Franche-Comté,2011/10/05,19.0,5.0,84.0,5.25,689.0
Bourgogne-Franche-Comté,2011/10/06,19.0,22.0,85.5,6.0625,685.0
Bourgogne-Franche-Comté,2011/10/07,11.0,16.5,94.0,8.71249231596742,682.0
Bourgogne-Franche-Comté,2011/10/08,10.0,17.0,92.5,8.71249231596742,678.5
Bourgogne-Franche-Comté,2011/10/09,11.5,7.0,95.0,5.125,675.5
Bourgogne-Franche-Comté,2011/10/10,17.5,15.0,94.0,5.0625,673.0
Bourgogne-Franche-Comté,2011/10/11,16.0,12.0,87.5,8.71249231596742,669.0
Bourgogne-Franche-Comté,2011/10/12,15.0,14.5,89.0,6.5,666.0
Bourgogne-Franche-Comté,2011/10/13,16.5,14.5,88.0,5.8125,662.0
Bourgogne-Franche-Comté,2011/10/14,13.5,17.5,82.0,7.5,659.0
Bourgogne-Franche-Comté,2011/10/15,14.0,5.0,73.0,9.0,655.5
Bourgogne-Franche-Comté,2011/10/16,15.0,6.5,78.0,7.0,652.5
Bourgogne-Franche-Comté,2011/10/17,14.5,7.0,85.5,5.0,650.0
Bourgogne-Franche-Comté,2011/10/18,16.5,18.0,72.5,8.0,646.0
Bourgogne-Franche-Comté,2011/10/19,12.0,8.5,98.0,5.625,643.0
Bourgogne-Franche-Comté,2011/10/20,9.0,8.5,88.0,5.5625,639.0
Bourgogne-Franche-Comté,2011/10/21,7.5,10.0,78.0,7.0,636.5
Bourgogne-Franche-Comté,2011/10/22,11.0,11.0,73.5,9.5,633.0
Bourgogne-Franche-Comté,2011/10/23,11.5,10.0,81.0,8.5,630.0
Bourgogne-Franche-Comté,2011/10/24,13.0,16.0,75.0,8.6875,626.0
Bourgogne-Franche-Comté,2011/10/25,10.5,10.5,94.5,7.3125,623.5
Bourgogne-Franche-Comté,2011/10/26,12.0,8.5,86.5,7.875,620.0
Bourgogne-Franche-Comté,2011/10/27,13.5,11.5,72.5,10.0,617.0
Bourgogne-Franche-Comté,2011/10/28,15.5,5.5,75.0,10.0,613.5
Bourgogne-Franche-Comté,2011/10/29,14.5,5.5,77.5,10.0,611.0
Bourgogne-Franche-Comté,2011/10/30,14.5,5.5,90.0,5.625,607.0
Bourgogne-Franche-Comté,2011/10/31,14.0,9.0,88.0,5.875,605.0
Bourgogne-Franche-Comté,2011/11/01,15.0,23.5,83.0,7.8125,601.0
Bourgogne-Franche-Comté,2011/11/02,15.5,15.5,81.5,7.5,598.5
Bourgogne-Franche-Comté,2011/11/03,13.5,17.0,81.0,9.6875,595.0
Bourgogne-Franche-Comté,2011/11/04,11.5,18.0,94.5,7.625,592.5
Bourgogne-Franche-Comté,2011/11/05,15.0,12.5,87.0,10.0,589.0
Bourgogne-Franche-Comté,2011/11/06,12.5,16.0,83.5,8.5,586.5
Bourgogne-Franche-Comté,2011/11/07,10.0,5.0,89.0,5.9375,583.0
Bourgogne-Franche-Comté,2011/11/08,11.0,5.5,88.0,6.625,581.0
Bourgogne-Franche-Comté,2011/11/09,11.0,6.0,81.5,10.0,577.5
Bourgogne-Franche-Comté,2011/11/10,10.0,7.0,83.5,10.0,575.0
Bourgogne-Franche-Comté,2011/11/11,9.0,8.0,77.0,10.0,572.0
Bourgogne-Franche-Comté,2011/11/12,12.5,6.5,81.0,10.0,569.5
Bourgogne-Franche-Comté,2011/11/13,10.0,7.5,76.5,10.0,566.5
Bourgogne-Franche-Comté,2011/11/14,8.5,8.0,70.5,10.0,564.0
Bourgogne-Franche-Comté,2011/11/15,6.0,7.0,64.0,10.0,561.0
Bourgogne-Franche-Comté,2011/11/16,5.0,9.5,59.5,10.0,559.0
Bourgogne-Franche-Comté,2011/11/17,7.5,9.0,86.0,8.375,556.5
Bourgogne-Franche-Comté,2011/11/18,9.0,6.0,86.5,6.625,554.0
Bourgogne-Franche-Comté,2011/11/19,8.5,10.0,68.0,9.625,552.0
Bourgogne-Franche-Comté,2011/11/20,10.5,6.0,72.5,10.0,549.0
Bourgogne-Franche-Comté,2011/11/21,11.0,5.5,79.5,10.0,547.0
Bourgogne-Franche-Comté,2011/11/22,10.0,9.5,73.5,10.0,544.0
Bourgogne-Franche-Comté,2011/11/23,8.5,12.5,80.0,10.0,542.0
Bourgogne-Franche-Comté,2011/11/24,4.5,8.0,72.0,10.0,540.0
Bourgogne-Franche-Comté,2011/11/25,5.0,10.0,67.5,10.0,537.5
