POSTE;DATE;RR;QRR;DRR;QDRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TMNX;QTMNX;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;TAMPLI;QTAMPLI;TNTXM;QTNTXM;PMERM;QPMERM;PMERMIN;QPMERMIN;FFM;QFFM;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXY;QFXY;DXY;QDXY;HXY;QHXY;FF2M;QFF2M;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;UN;QUN;HUN;QHUN;UX;QUX;HUX;QHUX;DHUMI40;QDHUMI40;DHUMI80;QDHUMI80;TSVM;QTSVM;DHUMEC;QDHUMEC;UM;QUM;INST;QINST;GLOT;QGLOT;DIFT;QDIFT;DIRT;QDIRT;SIGMA;QSIGMA;INFRART;QINFRART;UV_INDICEX;QUV_INDICEX;NB300;QNB300;BA300;QBA300;NEIG;QNEIG;BROU;QBROU;ORAG;QORAG;GRESIL;QGRESIL;GRELE;QGRELE;ROSEE;QROSEE;VERGLAS;QVERGLAS;SOLNEIGE;QSOLNEIGE;GELEE;QGELEE;FUMEE;QFUMEE;BRUME;QBRUME;ECLAIR;QECLAIR;ETPMON;QETPMON;ETPGRILLE;QETPGRILLE;UV;QUV;TMERMAX;QTMERMAX;TMERMIN;QTMERMIN;HNEIGEF;QHNEIGEF;NEIGETOTX;QNEIGETOTX;NEIGETOT06;QNEIGETOT06
13001009;20150101;0,0;1;;;1,3;1;2007;9;13,3;1;1251;9;4,6;1;7,30;1;-1,7;1;;;89;9;12,0;1;7,3;1;;;;;0,8;1;6,7;1;30;1;340;9;3,5;1;40;1;334;9;;;;;;;;;;;;;;;44;1;1250;9;94;1;2233;9;0;9;359;9;5,7;9;;;68;9;489;1;766;1;;;;;92;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,3;9;1,1;9;;;;;;;;;;;;
13001009;20150102;0,0;1;;;-1,8;1;656;9;12,2;1;1454;9;5,1;1;5,20;1;-5,3;1;;;464;9;14,0;1;5,2;1;;;;;0,8;1;6,7;1;300;1;2320;9;3,4;1;310;9;2322;9;;;;;;;;;;;;;;;39;1;1503;9;96;1;105;9;33;9;511;9;5,8;9;;;68;9;484;1;764;1;;;;;91;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,9;9;1,0;9;;;;;;;;;;;;
13001009;20150103;0,2;1;;;1,7;1;700;9;16,7;1;1439;9;9,0;1;9,20;1;-1,6;1;;;0;9;15,0;1;9,2;1;;;;;1,3;1;12,1;1;310;1;1448;9;5,6;1;310;1;1319;9;;;;;;;;;;;;;;;54;1;1213;9;99;1;721;9;0;9;801;9;9,0;9;;;79;9;386;1;653;1;;;;;73;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;9;1,0;9;;;;;;;;;;;;
13001009;20150104;0,0;1;;;6,1;1;58;9;16,0;1;1327;9;10,6;1;11,05;1;2,9;1;;;0;9;9,9;1;11,1;1;;;;;3,0;1;17,3;1;310;1;1102;9;8,5;1;310;1;1109;9;;;;;;;;;;;;;;;48;1;948;9;95;1;133;9;0;9;465;9;8,6;9;;;69;9;494;1;816;1;;;;;93;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,8;9;2,1;9;;;;;;;;;;;;
13001009;20150105;0,0;1;;;-0,8;1;641;9;17,3;1;1343;9;5,8;1;8,25;1;-4,4;1;;;228;9;18,1;1;8,3;1;;;;;0,3;1;3,1;1;40;1;1438;9;2,1;1;60;1;1447;9;;;;;;;;;;;;;;;26;1;1310;9;99;1;801;9;283;9;768;9;6,1;9;;;72;9;492;1;791;1;;;;;92;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,2;9;1,2;9;;;;;;;;;;;;
13001009;20150106;0,2;1;;;-1,9;1;657;9;12,2;1;1324;9;3,3;1;5,15;1;-5,8;1;;;596;9;14,1;1;5,2;1;;;;;0,5;1;4,1;1;260;1;1300;9;2,8;1;240;1;1448;9;;;;;;;;;;;;;;;35;1;1332;9;96;1;757;9;86;9;884;9;5,6;9;;;76;9;496;1;821;1;;;;;93;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,9;9;0,9;9;;;;;;;;;;;;
13001009;20150107;0,0;1;;;-2,0;1;319;9;13,7;1;1208;9;3,7;1;5,85;1;-5,6;1;;;519;9;15,7;1;5,9;1;;;;;0,4;1;4,7;1;280;1;1335;9;2,8;1;260;1;1420;9;;;;;;;;;;;;;;;51;1;1236;9;97;1;723;9;0;9;925;9;6,2;9;;;80;9;470;1;758;1;;;;;88;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;9;0,7;9;;;;;;;;;;;;
13001009;20150108;0,2;1;;;-1,6;1;703;9;13,0;1;1342;9;5,3;1;5,70;1;-5,5;1;;;478;9;14,6;1;5,7;1;;;;;1,2;1;10,1;1;300;1;2341;9;5,1;1;310;9;2320;9;;;;;;;;;;;;;;;46;1;1205;9;99;1;140;9;0;9;705;9;6,5;9;;;75;9;486;1;799;1;;;;;91;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,9;9;0,8;9;;;;;;;;;;;;
13001009;20150109;0,0;1;;;3,7;1;2008;9;15,6;1;1444;9;10,2;1;9,65;1;0,0;1;;;0;9;11,9;1;9,7;1;;;;;2,3;1;11,2;1;310;1;1451;9;5,3;1;290;1;1138;9;;;;;;;;;;;;;;;35;1;1416;9;86;1;2336;9;134;9;157;9;7,7;9;;;63;9;407;1;750;1;;;;;76;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,6;9;1,3;9;;;;;;;;;;;;
13001009;20150110;0,2;1;;;6,7;1;59;9;20,2;1;1321;9;11,9;1;13,45;1;3,4;1;;;0;9;13,5;1;13,5;1;;;;;1,8;1;10,8;1;310;1;1306;9;5,4;1;290;1;1311;9;;;;;;;;;;;;;;;51;1;1253;9;97;1;2339;9;0;9;744;9;10,6;9;;;77;9;362;1;721;1;;;;;67;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,5;9;1,8;9;;;;;;;;;;;;
13001009;20150111;0,0;1;;;3,3;1;648;9;13,8;1;1101;9;7,3;1;8,55;1;-0,2;1;;;0;9;10,5;1;8,6;1;;;;;2,8;1;18,3;1;310;1;1343;9;8,6;1;300;1;1213;9;;;;;;;;;;;;;;;39;1;1909;9;100;1;757;9;7;9;547;9;6,7;9;;;68;9;451;1;781;1;;;;;83;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,8;9;1,7;9;;;;;;;;;;;;
13001009;20150112;0,0;1;;;-1,6;1;722;9;15,8;1;1335;9;4,7;1;7,10;1;-5,3;1;;;283;9;17,4;1;7,1;1;;;;;0,6;1;5,1;1;290;1;1450;9;3,2;1;290;1;1455;9;;;;;;;;;;;;;;;33;1;1300;9;93;1;748;9;168;9;288;9;5,4;9;;;66;9;496;1;863;1;;;;;92;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,3;9;1,4;9;;;;;;;;;;;;
13001009;20150113;0,0;1;;;-1,5;1;20;9;14,9;1;1240;9;9,6;1;6,70;1;-5,2;1;;;75;9;16,4;1;6,7;1;;;;;2,1;1;10,5;1;180;1;1149;9;5,1;1;170;1;1156;9;;;;;;;;;;;;;;;35;1;140;9;86;1;2035;9;47;9;236;9;8,3;9;;;68;9;270;1;607;1;;;;;50;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6;9;0,4;9;;;;;;;;;;;;
13001009;20150114;0,0;1;;;4,8;1;501;9;14,6;1;1336;9;8,4;1;9,70;1;0,9;1;;;0;9;9,8;1;9,7;1;;;;;1,3;1;9,2;1;280;1;1319;9;4,6;1;300;1;1459;9;;;;;;;;;;;;;;;43;1;1458;9;96;1;252;9;0;9;769;9;8,3;9;;;77;9;305;1;659;1;;;;;56;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,2;9;1,1;9;;;;;;;;;;;;
13001009;20150115;0,0;1;;;2,2;1;19;9;15,6;1;1355;9;10,0;1;8,90;1;-1,2;1;;;0;9;13,4;1;8,9;1;;;;;2,9;1;12,5;1;150;1;2300;9;6,0;1;150;9;2151;9;;;;;;;;;;;;;;;59;1;1355;9;97;1;59;9;0;9;375;9;9,3;9;;;76;9;257;1;623;1;;;;;47;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,9;9;0,6;9;;;;;;;;;;;;
13001009;20150116;6,7;1;;;11,3;1;1759;9;14,5;1;1026;9;12,2;1;12,90;1;10,4;1;;;0;9;3,2;1;12,9;1;;;;;3,1;1;12,5;1;110;1;202;9;5,7;1;130;1;207;9;;;;;;;;;;;;;;;67;1;207;9;97;1;2306;9;0;9;515;9;11,4;9;;;81;9;49;1;234;1;;;;;9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,4;9;1,5;9;;;;;;;;;;;;
13001009;20150117;0,0;1;;;4,2;1;403;9;9,6;1;1120;9;5,4;1;6,90;1;0,5;1;;;30;9;5,4;1;6,9;1;;;;;2,2;1;13,0;1;300;1;1228;9;7,0;1;310;1;1316;9;;;;;;;;;;;;;;;50;1;1535;9;96;1;1;9;0;9;698;9;6,7;9;;;76;9;492;1;892;1;;;;;89;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,3;9;1,3;9;;;;;;;;;;;;
13001009;20150118;0,8;1;;;-2,4;1;719;9;10,0;1;1428;9;4,5;1;3,80;1;-5,2;1;;;485;9;12,4;1;3,8;1;;;;;1,5;1;6,0;1;90;1;1929;9;3,6;1;90;9;1930;9;;;;;;;;;;;;;;;40;1;1034;9;95;1;326;9;13;9;566;9;6,3;9;;;75;9;272;1;643;1;;;;;49;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6;9;0,5;9;;;;;;;;;;;;
13001009;20150119;7,0;1;;;5,7;1;48;9;7,4;1;1358;9;6,9;1;6,55;1;2,6;1;;;0;9;1,7;1;6,6;1;;;;;2,5;1;10,2;1;90;1;703;9;5,3;1;100;1;710;9;;;;;;;;;;;;;;;71;1;341;9;93;1;2352;9;0;9;942;9;8,2;9;;;83;9;0;1;189;1;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,7;9;0,6;9;;;;;;;;;;;;
13001009;20150120;6,3;1;;;5,4;1;429;9;8,5;1;506;9;6,4;1;6,95;1;4,4;1;;;0;9;3,1;1;7,0;1;;;;;1,2;1;5,3;1;30;1;2353;9;2,9;1;30;9;2205;9;;;;;;;;;;;;;;;81;1;2305;9;97;1;511;9;0;9;1440;9;8,5;9;;;89;9;0;1;181;1;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;9;0,3;9;;;;;;;;;;;;
13001009;20150121;18,7;1;;;5,7;1;336;9;9,6;1;1212;9;6,8;1;7,65;1;3,5;1;;;0;9;3,9;1;7,7;1;;;;;1,5;1;10,1;1;60;1;1203;9;5,0;1;90;1;1158;9;;;;;;;;;;;;;;;62;1;439;9;98;1;0;9;0;9;1034;9;8,5;9;;;86;9;19;1;216;1;;;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,7;9;0,7;9;;;;;;;;;;;;
13001009;20150122;0,2;1;;;3,3;1;352;9;12,6;1;1355;9;5,5;1;7,95;1;0,9;1;;;25;9;9,3;1;8,0;1;;;;;1,0;1;6,7;1;310;1;1513;9;4,0;1;320;1;1507;9;;;;;;;;;;;;;;;46;1;1416;9;98;1;27;9;0;9;891;9;7,1;9;;;81;9;399;1;863;1;;;;;71;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,1;9;1,0;9;;;;;;;;;;;;
13001009;20150123;0,0;1;;;-2,2;1;715;9;8,9;1;1206;9;2,2;1;3,35;1;-5,4;1;;;644;9;11,1;1;3,4;1;;;;;0,9;1;8,1;1;300;1;1247;9;4,3;1;310;1;1243;9;;;;;;;;;;;;;;;54;1;1225;9;99;1;806;9;0;9;853;9;5,7;9;;;81;9;523;1;968;1;;;;;93;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,7;9;0,5;9;;;;;;;;;;;;
13001009;20150124;0,2;1;;;-2,6;1;348;9;9,5;1;1442;9;3,6;1;3,45;1;-5,8;1;;;494;9;12,1;1;3,5;1;;;;;2,4;1;17,4;1;310;1;2102;9;8,5;1;310;1;1625;9;;;;;;;;;;;;;;;39;1;1414;9;96;1;544;9;23;9;524;9;5,0;9;;;66;9;337;1;780;1;;;;;60;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,2;9;1,0;9;;;;;;;;;;;;
13001009;20150125;0,0;1;;;-2,1;1;719;9;11,9;1;1302;9;3,5;1;4,90;1;-4,8;1;;;424;9;14,0;1;4,9;1;;;;;1,2;1;10,1;1;260;1;1327;9;5,5;1;280;1;1333;9;;;;;;;;;;;;;;;29;1;1227;9;91;1;725;9;239;9;380;9;4,7;9;;;63;9;519;1;986;1;;;;;92;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,3;9;1,3;9;;;;;;;;;;;;
13001009;20150126;0,0;1;;;-3,2;1;357;9;9,3;1;1503;9;2,9;1;3,05;1;-6,1;1;;;514;9;12,5;1;3,1;1;;;;;1,1;1;6,7;1;310;1;2331;9;3,5;1;290;9;2347;9;;;;;;;;;;;;;;;38;1;1330;9;92;1;411;9;40;9;482;9;5,0;9;;;68;9;256;1;740;1;;;;;45;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;9;0,8;9;;;;;;;;;;;;
13001009;20150127;0,0;1;;;3,8;1;2038;9;8,2;1;910;9;5,4;1;6,00;1;2,4;1;;;70;9;4,4;1;6,0;1;;;;;2,9;1;18,9;1;310;1;927;9;8,8;1;310;1;931;9;;;;;;;;;;;;;;;52;1;1657;9;87;1;2358;9;0;9;84;9;6,1;9;;;68;9;136;1;409;1;;;;;24;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,4;9;1,7;9;;;;;;;;;;;;
13001009;20150128;0,0;1;;;-2,9;1;426;9;10,6;1;1304;9;3,4;1;3,85;1;-6,0;1;;;515;9;13,5;1;3,9;1;;;;;1,1;1;9,7;1;320;1;1627;9;5,1;1;310;1;1627;9;;;;;;;;;;;;;;;35;1;1257;9;93;1;242;9;125;9;595;9;5,2;9;;;70;9;450;1;966;1;;;;;79;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;9;0,9;9;;;;;;;;;;;;
13001009;20150129;21,4;1;;;0,7;1;141;9;10,2;1;2307;9;6,3;1;5,45;1;-1,6;1;;;0;9;9,5;1;5,5;1;;;;;1,3;1;11,2;1;300;1;2240;9;5,2;1;250;9;2224;9;;;;;;;;;;;;;;;71;1;1014;9;98;1;2047;9;0;9;1081;9;8,4;9;;;86;9;97;1;282;1;;;;;17;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2;9;0,1;9;;;;;;;;;;;;
13001009;20150130;0,0;1;;;3,6;1;722;9;9,4;1;1425;9;5,7;1;6,50;1;2,4;1;;;0;9;5,8;1;6,5;1;;;;;3,5;1;17,6;1;280;1;500;9;7,2;1;310;1;509;9;;;;;;;;;;;;;;;38;1;1400;9;96;1;13;9;43;9;515;9;6,2;9;;;69;9;471;1;1052;1;;;;;82;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,6;9;1,7;9;;;;;;;;;;;;
13001009;20150131;0,0;1;;;-1,5;1;713;9;10,1;1;1314;9;3,8;1;4,30;1;-4,7;1;;;265;9;11,6;1;4,3;1;;;;;1,5;1;11,2;1;310;1;1505;9;5,7;1;310;1;1507;9;;;;;;;;;;;;;;;48;1;1151;9;98;1;153;9;0;9;598;9;5,8;9;;;75;9;526;1;1072;1;;;;;91;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,9;9;0,8;9;;;;;;;;;;;;
13001009;20150201;0,2;1;;;-2,9;1;700;9;8,6;1;1330;9;2,7;1;2,85;1;-6,2;1;;;478;9;11,5;1;2,9;1;;;;;2,9;1;17,5;1;320;1;1453;9;8,3;1;310;1;1426;9;;;;;;;;;;;;;;;33;1;1534;9;96;1;738;9;122;9;491;9;4,8;9;;;68;9;459;1;1058;1;;;;;79;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,3;9;1,1;9;;;;;;;;;;;;
13001009;20150202;0,0;1;;;-1,1;1;555;9;8,1;1;1252;9;2,6;1;3,50;1;-4,3;1;;;387;9;9,2;1;3,5;1;;;;;2,3;1;13,2;1;300;1;1438;9;7,0;1;290;1;1337;9;;;;;;;;;;;;;;;41;1;1439;9;89;1;558;9;0;9;422;9;4,9;9;;;68;9;514;1;1098;1;;;;;88;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,2;9;1,4;9;;;;;;;;;;;;
13001009;20150203;12,3;1;;;-2,4;1;215;9;7,7;1;1311;9;2,1;1;2,65;1;-5,0;1;;;362;9;10,1;1;2,7;1;;;;;1,3;1;9,5;1;100;1;1140;9;4,8;1;90;1;1148;9;;;;;;;;;;;;;;;46;1;1113;9;99;1;2357;9;0;9;843;9;5,4;9;;;77;9;0;1;264;1;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;9;0,7;9;;;;;;;;;;;;
13001009;20150204;2,4;1;;;0,8;1;2312;9;4,8;1;1358;9;3,0;1;2,80;1;0,1;1;;;0;9;4,0;1;2,8;1;;;;;1,9;1;8,1;1;30;1;1017;9;4,3;1;30;1;1021;9;;;;;;;;;;;;;;;75;1;1408;9;99;1;21;9;0;9;1201;9;6,5;9;;;87;9;5;1;202;1;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;9;0,5;9;;;;;;;;;0;1;;
13001009;20150205;0,0;1;;;0,2;1;725;9;2,3;1;1036;9;1,1;1;1,25;1;-0,3;1;;;0;9;2,1;1;1,3;1;;;;;1,4;1;6,8;1;300;1;1449;9;3,5;1;310;1;1509;9;;;;;;;;;;;;;;;64;1;1524;9;87;1;153;9;0;9;357;9;4,9;9;;;74;9;0;1;309;1;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;9;0,9;9;;;;;;;;;;;;
13001009;20150206;0,0;1;;;-2,2;1;546;9;4,1;1;1342;9;1,0;1;0,95;1;-4,1;1;;;391;9;6,3;1;1,0;1;;;;;0,8;1;4,2;1;320;1;238;9;2,3;1;320;1;245;9;;;;;;;;;;;;;;;60;1;1216;9;89;1;550;9;0;9;506;9;4,9;9;;;75;9;0;1;404;1;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;9;0,8;9;;;;;;;;;;;;
13001009;20150207;0,0;1;;;-2,1;1;622;9;11,1;1;1251;9;2,7;1;4,50;1;-4,4;1;;;572;9;13,2;1;4,5;1;;;;;1,0;1;5,8;1;280;1;1416;9;3,2;1;290;1;1439;9;;;;;;;;;;;;;;;44;1;1329;9;95;1;542;9;0;9;604;9;5,2;9;;;72;9;339;1;917;1;;;;;57;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,2;9;1,1;9;;;;;;;;;;;;
13001009;20150208;0,0;1;;;-4,0;1;657;9;9,7;1;1407;9;2,0;1;2,85;1;-6,4;1;;;608;9;13,7;1;2,9;1;;;;;1,1;1;9,5;1;310;1;1416;9;4,8;1;320;1;1422;9;;;;;;;;;;;;;;;38;1;1318;9;95;1;702;9;90;9;583;9;4,6;9;;;69;9;562;1;1213;1;;;;;94;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;9;0,9;9;;;;;;;;;;;;
13001009;20150209;0,2;1;;;-2,9;1;617;9;14,0;1;1435;9;3,7;1;5,55;1;-5,6;1;;;621;9;16,9;1;5,6;1;;;;;0,6;1;5,6;1;280;1;1522;9;3,4;1;260;1;1524;9;;;;;;;;;;;;;;;33;1;1359;9;92;1;630;9;263;9;572;9;4,9;9;;;66;9;563;1;1183;1;;;;;93;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,2;9;1,1;9;;;;;;;;;;;;
